alert_id,rule_id,customer_key,date_key,score,score_gbm,is_true_positive,split,priority,score_percentile,tier,reason_1,reason_2,reason_3,top_mitigant,reason_summary
R001-12-112,R001,12,112,3.330509068287047e-07,3.457873449537206e-07,0,train,deferred,0.0239,T3_thirty_day,share of 30-day credits arriving as cash,30-day cash credit volume,90-day near-threshold cash deposit count,cash-intensive business type,share of 30-day credits arriving as cash; 30-day cash credit volume; 90-day near-threshold cash deposit count
R004-3220-96,R004,3220,96,5.443993650216492e-05,2.389877963558346e-07,0,train,review,0.1841,T3_thirty_day,cash-intensive business type,90-day debit value,30-day wire count,90-day wire value,cash-intensive business type; 90-day debit value; 30-day wire count
R004-3220-114,R004,3220,114,0.0002939618033145,1.4680211530246592e-07,0,train,review,0.3145,T3_thirty_day,90-day debit value,90-day total value,cash-intensive business type,90-day wire value,90-day debit value; 90-day total value; cash-intensive business type
R004-3220-119,R004,3220,119,4.827769119428356e-05,9.101634084924558e-08,0,train,review,0.1765,T3_thirty_day,90-day debit value,cash-intensive business type,90-day total value,90-day wire value,90-day debit value; cash-intensive business type; 90-day total value
R004-3220-132,R004,3220,132,0.000823896748287,6.479725643660436e-08,0,valid,review,0.4074,T3_thirty_day,cash-intensive business type,90-day total value,90-day debit value,90-day wire value,cash-intensive business type; 90-day total value; 90-day debit value
R004-3220-133,R004,3220,133,9.897039694835088e-05,4.8871383957512455e-08,0,valid,review,0.2248,T3_thirty_day,cash-intensive business type,90-day total value,90-day debit value,90-day wire value,cash-intensive business type; 90-day total value; 90-day debit value
R004-3220-143,R004,3220,143,7.648083587446882e-05,5.3092286445602654e-08,0,valid,review,0.2064,T3_thirty_day,cash-intensive business type,90-day total value,90-day debit value,90-day wire value,cash-intensive business type; 90-day total value; 90-day debit value
R004-3220-147,R004,3220,147,6.38849344463007e-05,3.934395432845541e-08,0,valid,review,0.1946,T3_thirty_day,cash-intensive business type,90-day total value,90-day debit value,90-day wire value,cash-intensive business type; 90-day total value; 90-day debit value
R004-3220-168,R004,3220,168,0.0008531860982799,4.0099580590466363e-08,0,holdout,review,0.411,T3_thirty_day,cash-intensive business type,90-day debit value,90-day total value,90-day wire value,cash-intensive business type; 90-day debit value; 90-day total value
R004-3249-0,R004,3249,0,1.311593533918709e-07,1.4645601016178497e-07,0,train,deferred,0.0149,T3_thirty_day,cash-intensive business type,30-day largest transaction,90-day out-of-hours transaction count,share of 30-day credits arriving as cash,cash-intensive business type; 30-day largest transaction; 90-day out-of-hours transaction count
R004-3249-15,R004,3249,15,0.0003653310942127,4.1257408911162825e-08,0,train,review,0.3323,T3_thirty_day,cash-intensive business type,30-day largest transaction,90-day out-of-hours transaction count,share of 30-day credits arriving as cash,cash-intensive business type; 30-day largest transaction; 90-day out-of-hours transaction count
R004-3249-21,R004,3249,21,4.570867066192521e-05,3.19720576585266e-07,0,train,review,0.1735,T3_thirty_day,cash-intensive business type,30-day largest transaction,home province BC,share of 30-day credits arriving as cash,cash-intensive business type; 30-day largest transaction; home province BC
R004-3249-30,R004,3249,30,0.0004700574202239,1.855843523830321e-07,0,train,review,0.3549,T3_thirty_day,cash-intensive business type,home province BC,30-day largest transaction,share of 30-day credits arriving as cash,cash-intensive business type; home province BC; 30-day largest transaction
R004-3249-38,R004,3249,38,0.0004591515036489,3.839152769924589e-07,0,train,review,0.3529,T3_thirty_day,cash-intensive business type,30-day value with high-risk jurisdictions,home province BC,share of 30-day credits arriving as cash,cash-intensive business type; 30-day value with high-risk jurisdictions; home province BC
R004-3249-43,R004,3249,43,0.0001056129092376,1.2241608330598137e-07,0,train,review,0.2298,T3_thirty_day,cash-intensive business type,30-day value with high-risk jurisdictions,home province BC,occupation or business type consulting,cash-intensive business type; 30-day value with high-risk jurisdictions; home province BC
R004-3249-55,R004,3249,55,0.0003182023219377,1.3847655934015e-07,0,train,review,0.3211,T3_thirty_day,cash-intensive business type,30-day value with high-risk jurisdictions,home province BC,occupation or business type consulting,cash-intensive business type; 30-day value with high-risk jurisdictions; home province BC
R004-3249-81,R004,3249,81,0.0003082159085416,4.4810897756140807e-08,0,train,review,0.3185,T3_thirty_day,cash-intensive business type,30-day largest transaction,home province BC,share of 30-day credits arriving as cash,cash-intensive business type; 30-day largest transaction; home province BC
R004-3249-88,R004,3249,88,0.0003963305769249,3.010218000584843e-08,0,train,review,0.3399,T3_thirty_day,cash-intensive business type,30-day largest transaction,home province BC,share of 30-day credits arriving as cash,cash-intensive business type; 30-day largest transaction; home province BC
R004-3249-90,R004,3249,90,0.0003598882933348,2.9330616432132585e-08,0,train,review,0.3314,T3_thirty_day,cash-intensive business type,home province BC,30-day largest transaction,occupation or business type consulting,cash-intensive business type; home province BC; 30-day largest transaction
R004-3249-103,R004,3249,103,6.34905203784485e-05,1.9534712331123374e-08,0,train,review,0.194,T3_thirty_day,cash-intensive business type,30-day value with high-risk jurisdictions,home province BC,share of 30-day credits arriving as cash,cash-intensive business type; 30-day value with high-risk jurisdictions; home province BC
R004-3249-136,R004,3249,136,0.0001169374587951,7.655924182261765e-08,0,valid,review,0.238,T3_thirty_day,cash-intensive business type,30-day largest transaction,home province BC,occupation or business type consulting,cash-intensive business type; 30-day largest transaction; home province BC
R004-3249-137,R004,3249,137,3.9340880933299214e-05,5.0543073134487694e-08,0,valid,review,0.1644,T3_thirty_day,cash-intensive business type,30-day largest transaction,home province BC,occupation or business type consulting,cash-intensive business type; 30-day largest transaction; home province BC
R004-3249-138,R004,3249,138,1.817248792568261e-05,5.6033744503206215e-08,0,valid,deferred,0.1222,T3_thirty_day,cash-intensive business type,7-day value with high-risk jurisdictions,home province BC,7-day high-risk jurisdiction count,cash-intensive business type; 7-day value with high-risk jurisdictions; home province BC
R004-3249-139,R004,3249,139,9.27872668017356e-06,7.350134174342742e-08,0,valid,deferred,0.0957,T3_thirty_day,cash-intensive business type,7-day value with high-risk jurisdictions,30-day value with high-risk jurisdictions,7-day high-risk jurisdiction count,cash-intensive business type; 7-day value with high-risk jurisdictions; 30-day value with high-risk jurisdictions
R004-3249-157,R004,3249,157,7.286237314571447e-06,2.8081446414363523e-08,0,holdout,deferred,0.0869,T3_thirty_day,cash-intensive business type,30-day value with high-risk jurisdictions,90-day debit value,occupation or business type consulting,cash-intensive business type; 30-day value with high-risk jurisdictions; 90-day debit value
R004-3252-4,R004,3252,4,0.007211507910121,4.76965062000972e-07,0,train,review,0.6268,T2_five_day,share of 30-day credits arriving as cash,occupation or business type auto dealer,30-day largest transaction,cash-intensive business type,share of 30-day credits arriving as cash; occupation or business type auto dealer; 30-day largest transaction
R004-3252-53,R004,3252,53,0.0040595435284854,1.2370184128450158e-06,0,train,review,0.5694,T3_thirty_day,share of 30-day credits arriving as cash,30-day cash credit volume,occupation or business type auto dealer,cash-intensive business type,share of 30-day credits arriving as cash; 30-day cash credit volume; occupation or business type auto dealer
R004-3252-71,R004,3252,71,0.005194177453069,5.60727816793014e-07,0,train,review,0.5947,T3_thirty_day,share of 30-day credits arriving as cash,30-day cash credit volume,30-day cash credit count,cash-intensive business type,share of 30-day credits arriving as cash; 30-day cash credit volume; 30-day cash credit count
R004-3256-8,R004,3256,8,0.0002053959312387,2.3935557337674175e-07,0,train,review,0.2829,T3_thirty_day,cash-intensive business type,30-day largest transaction,90-day out-of-hours transaction count,share of 30-day credits arriving as cash,cash-intensive business type; 30-day largest transaction; 90-day out-of-hours transaction count
R004-3256-20,R004,3256,20,0.7807731058407702,5.880126517793645e-07,0,train,review,0.9413,T1_same_day,share of 30-day credits arriving as cash,cash-intensive business type,30-day largest transaction,90-day transaction count,share of 30-day credits arriving as cash; cash-intensive business type; 30-day largest transaction
R004-3256-29,R004,3256,29,0.7338178592905513,5.158414380269657e-07,0,train,review,0.9379,T1_same_day,share of 30-day credits arriving as cash,cash-intensive business type,30-day largest transaction,90-day transaction count,share of 30-day credits arriving as cash; cash-intensive business type; 30-day largest transaction
R004-3256-33,R004,3256,33,0.2878594889628758,1.3035199995226351e-06,0,train,review,0.8912,T2_five_day,share of 30-day credits arriving as cash,cash-intensive business type,30-day largest transaction,7-day high-risk jurisdiction count,share of 30-day credits arriving as cash; cash-intensive business type; 30-day largest transaction
R004-3256-78,R004,3256,78,0.0037292744958707,2.983435120033088e-06,0,train,review,0.5602,T3_thirty_day,cash-intensive business type,30-day largest transaction,onboarding channel branch,share of 30-day credits arriving as cash,cash-intensive business type; 30-day largest transaction; onboarding channel branch
R004-3256-124,R004,3256,124,0.730742924457348,0.00022483568353,0,valid,review,0.9378,T1_same_day,share of 30-day credits arriving as cash,cash-intensive business type,30-day largest transaction,30-day volume vs 90-day run rate,share of 30-day credits arriving as cash; cash-intensive business type; 30-day largest transaction
R004-3256-130,R004,3256,130,0.6629891190704984,2.058837685449466e-05,0,valid,review,0.9334,T1_same_day,share of 30-day credits arriving as cash,cash-intensive business type,30-day largest transaction,7-day high-risk jurisdiction count,share of 30-day credits arriving as cash; cash-intensive business type; 30-day largest transaction
R004-3256-133,R004,3256,133,0.5245055524243797,2.88437261812386e-06,0,valid,review,0.922,T1_same_day,share of 30-day credits arriving as cash,cash-intensive business type,30-day largest transaction,7-day high-risk jurisdiction count,share of 30-day credits arriving as cash; cash-intensive business type; 30-day largest transaction
R004-3256-136,R004,3256,136,0.14758121015001,3.1105642429532365e-06,0,valid,review,0.8569,T2_five_day,share of 30-day credits arriving as cash,cash-intensive business type,30-day largest transaction,7-day high-risk jurisdiction count,share of 30-day credits arriving as cash; cash-intensive business type; 30-day largest transaction
R004-3256-151,R004,3256,151,0.0008981681692362,2.6996597547990457e-08,0,holdout,review,0.4165,T3_thirty_day,cash-intensive business type,30-day value with high-risk jurisdictions,30-day largest transaction,share of 30-day credits arriving as cash,cash-intensive business type; 30-day value with high-risk jurisdictions; 30-day largest transaction
R004-3256-157,R004,3256,157,0.0002891406695908,2.5118938956179934e-08,0,holdout,review,0.313,T3_thirty_day,cash-intensive business type,30-day value with high-risk jurisdictions,30-day largest transaction,share of 30-day credits arriving as cash,cash-intensive business type; 30-day value with high-risk jurisdictions; 30-day largest transaction
R004-3256-160,R004,3256,160,0.0001892088530635,1.5031348706253858e-07,0,holdout,review,0.2758,T3_thirty_day,cash-intensive business type,30-day value with high-risk jurisdictions,onboarding channel branch,share of 30-day credits arriving as cash,cash-intensive business type; 30-day value with high-risk jurisdictions; onboarding channel branch
R004-3256-163,R004,3256,163,0.0006835203265597,2.4680116951707945e-05,0,holdout,review,0.3887,T3_thirty_day,cash-intensive business type,30-day value with high-risk jurisdictions,7-day wire value,7-day high-risk jurisdiction count,cash-intensive business type; 30-day value with high-risk jurisdictions; 7-day wire value
R004-3256-179,R004,3256,179,0.0069186055638351,7.430677081486979e-06,0,holdout,review,0.623,T2_five_day,cash-intensive business type,30-day value with high-risk jurisdictions,onboarding channel branch,share of 30-day credits arriving as cash,cash-intensive business type; 30-day value with high-risk jurisdictions; onboarding channel branch
R004-3268-61,R004,3268,61,0.0087541640875572,5.082006074529997e-06,0,train,review,0.645,T2_five_day,cash-intensive business type,home province QC,90-day out-of-hours transaction count,kyc risk rating low,cash-intensive business type; home province QC; 90-day out-of-hours transaction count
R004-3270-7,R004,3270,7,0.2665937715605626,3.4249469649134653e-07,0,train,review,0.8876,T2_five_day,cash-intensive business type,30-day largest transaction,share of activity outside banking hours,share of 30-day credits arriving as cash,cash-intensive business type; 30-day largest transaction; share of activity outside banking hours
R004-3270-34,R004,3270,34,0.5287349448563788,1.1217645596591282e-07,0,train,review,0.9225,T1_same_day,cash-intensive business type,share of transactions at round values,home province BC,share of 30-day credits arriving as cash,cash-intensive business type; share of transactions at round values; home province BC
R004-3270-35,R004,3270,35,3.1832665655729304e-05,2.1317167082191505e-07,0,train,deferred,0.1529,T3_thirty_day,cash-intensive business type,share of transactions at round values,home province BC,proportion of 30-day inflow retained,cash-intensive business type; share of transactions at round values; home province BC
R004-3270-42,R004,3270,42,5.817100637026858e-05,6.203016364619029e-07,0,train,review,0.1882,T3_thirty_day,cash-intensive business type,30-day largest transaction,home province BC,proportion of 30-day inflow retained,cash-intensive business type; 30-day largest transaction; home province BC
R004-3270-48,R004,3270,48,1.0347692540195114e-05,1.739161266960123e-07,0,train,deferred,0.0993,T3_thirty_day,cash-intensive business type,home province BC,30-day largest transaction,proportion of 30-day inflow retained,cash-intensive business type; home province BC; 30-day largest transaction
R004-3270-52,R004,3270,52,5.462893107901587e-06,5.7665065828714256e-08,0,train,deferred,0.0773,T3_thirty_day,cash-intensive business type,home province BC,90-day out-of-hours transaction count,proportion of 30-day inflow retained,cash-intensive business type; home province BC; 90-day out-of-hours transaction count
R004-3270-108,R004,3270,108,0.0649295377399491,7.906563169772144e-07,0,train,review,0.8059,T2_five_day,cash-intensive business type,30-day largest transaction,home province BC,share of 30-day credits arriving as cash,cash-intensive business type; 30-day largest transaction; home province BC
R004-3270-162,R004,3270,162,0.0030527366473763,8.039091284991645e-08,0,holdout,review,0.541,T3_thirty_day,cash-intensive business type,30-day largest transaction,home province BC,share of 30-day credits arriving as cash,cash-intensive business type; 30-day largest transaction; home province BC
R004-3278-90,R004,3278,90,0.0918218409939948,1.258583705902188e-05,0,train,review,0.8292,T2_five_day,90-day debit value,cash-intensive business type,90-day total value,90-day wire value,90-day debit value; cash-intensive business type; 90-day total value
R004-3278-93,R004,3278,93,0.2551127529481852,2.5093517934848647e-05,0,train,review,0.8852,T2_five_day,90-day debit value,cash-intensive business type,7-day value with high-risk jurisdictions,90-day wire value,90-day debit value; cash-intensive business type; 7-day value with high-risk jurisdictions
R004-3278-97,R004,3278,97,0.8048567463593772,6.952579537837175e-05,0,train,review,0.9432,T1_same_day,90-day debit value,30-day value with high-risk jurisdictions,7-day value with high-risk jurisdictions,90-day wire value,90-day debit value; 30-day value with high-risk jurisdictions; 7-day value with high-risk jurisdictions
R004-3282-12,R004,3282,12,0.0002760873887304,3.0962953016104444e-08,0,train,review,0.3084,T3_thirty_day,cash-intensive business type,30-day largest transaction,90-day out-of-hours transaction count,share of 30-day credits arriving as cash,cash-intensive business type; 30-day largest transaction; 90-day out-of-hours transaction count
R004-3282-78,R004,3282,78,0.7307120022101158,3.5517620949165644e-08,0,train,review,0.9377,T1_same_day,cash-intensive business type,30-day largest transaction,share of 30-day credits arriving as cash,kyc risk rating low,cash-intensive business type; 30-day largest transaction; share of 30-day credits arriving as cash
R004-3282-124,R004,3282,124,0.0418335638882825,5.053896535533318e-07,0,valid,review,0.7767,T2_five_day,cash-intensive business type,30-day largest transaction,home province BC,share of 30-day credits arriving as cash,cash-intensive business type; 30-day largest transaction; home province BC
R004-3288-6,R004,3288,6,2.3008544555820152e-05,3.616846844203741e-08,0,train,deferred,0.1347,T3_thirty_day,cash-intensive business type,30-day largest transaction,90-day out-of-hours transaction count,share of 30-day credits arriving as cash,cash-intensive business type; 30-day largest transaction; 90-day out-of-hours transaction count
R004-3288-47,R004,3288,47,0.0244204609435104,2.416602567160804e-08,0,train,review,0.7373,T2_five_day,cash-intensive business type,30-day largest transaction,home province ON,share of 30-day credits arriving as cash,cash-intensive business type; 30-day largest transaction; home province ON
R004-3288-56,R004,3288,56,0.0066374059434531,9.448795868980306e-08,0,train,review,0.619,T2_five_day,cash-intensive business type,30-day largest transaction,home province ON,share of 30-day credits arriving as cash,cash-intensive business type; 30-day largest transaction; home province ON
R004-3288-79,R004,3288,79,0.0070817952447463,2.8141668848359025e-08,0,train,review,0.625,T2_five_day,cash-intensive business type,30-day largest transaction,home province ON,share of 30-day credits arriving as cash,cash-intensive business type; 30-day largest transaction; home province ON
R004-3288-109,R004,3288,109,0.002085077342618,2.103825655813205e-07,0,train,review,0.5036,T3_thirty_day,cash-intensive business type,30-day largest transaction,home province ON,share of 30-day credits arriving as cash,cash-intensive business type; 30-day largest transaction; home province ON
R004-3288-131,R004,3288,131,0.0067227665925711,1.7048050990523406e-07,0,valid,review,0.6203,T2_five_day,cash-intensive business type,30-day largest transaction,home province ON,share of 30-day credits arriving as cash,cash-intensive business type; 30-day largest transaction; home province ON
R004-3288-160,R004,3288,160,0.002811361550727,6.049644297985588e-08,0,holdout,review,0.5336,T3_thirty_day,cash-intensive business type,30-day largest transaction,home province ON,share of 30-day credits arriving as cash,cash-intensive business type; 30-day largest transaction; home province ON
R004-3288-173,R004,3288,173,0.0011085163794872,1.2938645009171668e-07,0,holdout,review,0.4378,T3_thirty_day,cash-intensive business type,30-day largest transaction,home province ON,share of 30-day credits arriving as cash,cash-intensive business type; 30-day largest transaction; home province ON
R004-3288-175,R004,3288,175,0.0014285224419164,5.57058743801475e-06,0,holdout,review,0.4641,T3_thirty_day,cash-intensive business type,home province ON,30-day largest transaction,share of 30-day credits arriving as cash,cash-intensive business type; home province ON; 30-day largest transaction
R004-3293-0,R004,3293,0,0.0012414787069907,5.383229307071743e-07,0,train,review,0.4495,T3_thirty_day,cash-intensive business type,30-day largest transaction,90-day out-of-hours transaction count,share of 30-day credits arriving as cash,cash-intensive business type; 30-day largest transaction; 90-day out-of-hours transaction count
R004-3293-7,R004,3293,7,0.0018853268093801,3.6300569527479054e-08,0,train,review,0.4929,T3_thirty_day,cash-intensive business type,30-day largest transaction,90-day out-of-hours transaction count,share of 30-day credits arriving as cash,cash-intensive business type; 30-day largest transaction; 90-day out-of-hours transaction count
R004-3293-16,R004,3293,16,0.0001672823876014,1.0425759568617332e-07,0,train,review,0.2648,T3_thirty_day,cash-intensive business type,30-day largest transaction,90-day out-of-hours transaction count,share of 30-day credits arriving as cash,cash-intensive business type; 30-day largest transaction; 90-day out-of-hours transaction count
R004-3293-18,R004,3293,18,0.0001187313804634,7.50129073630581e-08,0,train,review,0.2392,T3_thirty_day,cash-intensive business type,30-day value with high-risk jurisdictions,90-day out-of-hours transaction count,7-day high-risk jurisdiction count,cash-intensive business type; 30-day value with high-risk jurisdictions; 90-day out-of-hours transaction count
R004-3293-38,R004,3293,38,1.266370805768597e-07,3.350802284138051e-08,0,train,deferred,0.0147,T3_thirty_day,cash-intensive business type,30-day largest transaction,90-day out-of-hours transaction count,proportion of 30-day inflow retained,cash-intensive business type; 30-day largest transaction; 90-day out-of-hours transaction count
R004-3293-47,R004,3293,47,0.000219641834587,5.361490772398214e-08,0,train,review,0.2885,T3_thirty_day,cash-intensive business type,30-day largest transaction,90-day out-of-hours transaction count,share of 30-day credits arriving as cash,cash-intensive business type; 30-day largest transaction; 90-day out-of-hours transaction count
R004-3293-48,R004,3293,48,3.4983494370000354e-05,1.1115749229792657e-07,0,train,deferred,0.1582,T3_thirty_day,cash-intensive business type,30-day largest transaction,90-day out-of-hours transaction count,share of 30-day credits arriving as cash,cash-intensive business type; 30-day largest transaction; 90-day out-of-hours transaction count
R004-3293-69,R004,3293,69,0.0001083465667554,1.3129904461128512e-08,0,train,review,0.2318,T3_thirty_day,cash-intensive business type,30-day largest transaction,home province QC,share of 30-day credits arriving as cash,cash-intensive business type; 30-day largest transaction; home province QC
R004-3293-72,R004,3293,72,4.709517168855585e-05,1.0084722474514966e-08,0,train,review,0.1753,T3_thirty_day,cash-intensive business type,30-day largest transaction,home province QC,share of 30-day credits arriving as cash,cash-intensive business type; 30-day largest transaction; home province QC
R004-3293-108,R004,3293,108,7.740543236262154e-05,3.2503620175189736e-08,0,train,review,0.2072,T3_thirty_day,cash-intensive business type,30-day largest transaction,home province QC,share of 30-day credits arriving as cash,cash-intensive business type; 30-day largest transaction; home province QC
R004-3293-123,R004,3293,123,0.0002789187995251,1.3672667213417504e-08,0,valid,review,0.3094,T3_thirty_day,cash-intensive business type,30-day largest transaction,home province QC,share of 30-day credits arriving as cash,cash-intensive business type; 30-day largest transaction; home province QC
R004-3293-126,R004,3293,126,0.0001600914574307,1.2096787418675504e-08,0,valid,review,0.2612,T3_thirty_day,cash-intensive business type,30-day largest transaction,30-day value with high-risk jurisdictions,share of 30-day credits arriving as cash,cash-intensive business type; 30-day largest transaction; 30-day value with high-risk jurisdictions
R004-3293-136,R004,3293,136,0.0012482320059512,7.701410157534641e-08,0,valid,review,0.45,T3_thirty_day,cash-intensive business type,30-day value with high-risk jurisdictions,30-day largest transaction,share of 30-day credits arriving as cash,cash-intensive business type; 30-day value with high-risk jurisdictions; 30-day largest transaction
R004-3293-141,R004,3293,141,0.0006440174351236,1.3617960525732481e-08,0,valid,review,0.3833,T3_thirty_day,cash-intensive business type,30-day value with high-risk jurisdictions,7-day value with high-risk jurisdictions,share of 30-day credits arriving as cash,cash-intensive business type; 30-day value with high-risk jurisdictions; 7-day value with high-risk jurisdictions
R004-3293-150,R004,3293,150,0.0749794858948356,1.240518072058018e-06,0,valid,review,0.8159,T2_five_day,30-day value with high-risk jurisdictions,cash-intensive business type,share of 30-day credits arriving as cash,30-day high-risk jurisdiction count,30-day value with high-risk jurisdictions; cash-intensive business type; share of 30-day credits arriving as cash
R004-3293-168,R004,3293,168,0.0945800135264748,4.880488226899612e-07,0,holdout,review,0.8314,T2_five_day,share of 30-day credits arriving as cash,cash-intensive business type,30-day largest transaction,kyc risk rating low,share of 30-day credits arriving as cash; cash-intensive business type; 30-day largest transaction
R004-3296-3,R004,3296,3,8.589379757255966e-05,3.5627161322956617e-08,0,train,review,0.2148,T3_thirty_day,cash-intensive business type,30-day largest transaction,occupation or business type import export,share of 30-day credits arriving as cash,cash-intensive business type; 30-day largest transaction; occupation or business type import export
R004-3296-7,R004,3296,7,0.0041022206405719,4.581781373765888e-08,0,train,review,0.5704,T3_thirty_day,cash-intensive business type,30-day largest transaction,occupation or business type import export,share of 30-day credits arriving as cash,cash-intensive business type; 30-day largest transaction; occupation or business type import export
R004-3296-41,R004,3296,41,0.0700528285705305,6.087417128615382e-08,0,train,review,0.8114,T2_five_day,cash-intensive business type,occupation or business type import export,home province ON,kyc risk rating low,cash-intensive business type; occupation or business type import export; home province ON
R004-3296-62,R004,3296,62,0.0299228872317526,1.1396819326081096e-05,0,train,review,0.7527,T2_five_day,cash-intensive business type,occupation or business type import export,home province ON,kyc risk rating low,cash-intensive business type; occupation or business type import export; home province ON
R004-3296-93,R004,3296,93,0.0002538647098057,2.65210063429538e-07,0,train,review,0.3006,T3_thirty_day,cash-intensive business type,occupation or business type import export,home province ON,share of 30-day credits arriving as cash,cash-intensive business type; occupation or business type import export; home province ON
R004-3296-99,R004,3296,99,0.00026304596475,1.7086314206865392e-07,0,train,review,0.3037,T3_thirty_day,cash-intensive business type,occupation or business type import export,home province ON,share of 30-day credits arriving as cash,cash-intensive business type; occupation or business type import export; home province ON
R004-3296-110,R004,3296,110,0.001901275062426,1.4566717235712245e-07,0,train,review,0.4938,T3_thirty_day,cash-intensive business type,occupation or business type import export,30-day largest transaction,share of 30-day credits arriving as cash,cash-intensive business type; occupation or business type import export; 30-day largest transaction
R004-3296-111,R004,3296,111,0.0004755258585147,2.4517279572253784e-07,0,train,review,0.356,T3_thirty_day,cash-intensive business type,occupation or business type import export,home province ON,7-day high-risk jurisdiction count,cash-intensive business type; occupation or business type import export; home province ON
R004-3296-151,R004,3296,151,0.0219558905915771,1.2623009569891665e-07,0,holdout,review,0.7286,T2_five_day,cash-intensive business type,occupation or business type import export,30-day largest transaction,share of 30-day credits arriving as cash,cash-intensive business type; occupation or business type import export; 30-day largest transaction
R004-3301-27,R004,3301,27,5.183578834443088e-06,7.42282468231256e-08,0,train,deferred,0.0756,T3_thirty_day,home province ON,30-day largest transaction,90-day out-of-hours transaction count,cash-intensive business type,home province ON; 30-day largest transaction; 90-day out-of-hours transaction count
R004-3301-46,R004,3301,46,4.304120360833908e-05,1.3303873925795374e-06,0,train,review,0.1699,T3_thirty_day,30-day largest transaction,home province ON,90-day out-of-hours transaction count,cash-intensive business type,30-day largest transaction; home province ON; 90-day out-of-hours transaction count
R004-3301-50,R004,3301,50,3.229913650089508e-06,8.279063577397155e-07,0,train,deferred,0.0636,T3_thirty_day,home province ON,30-day largest transaction,90-day out-of-hours transaction count,cash-intensive business type,home province ON; 30-day largest transaction; 90-day out-of-hours transaction count
R004-3301-84,R004,3301,84,2.648870620639796e-05,1.602958282288055e-06,0,train,deferred,0.1426,T3_thirty_day,home province ON,30-day high-risk jurisdiction count,90-day cash credit count,cash-intensive business type,home province ON; 30-day high-risk jurisdiction count; 90-day cash credit count
R004-3301-85,R004,3301,85,4.899702737298127e-06,2.8389826777280534e-07,0,train,deferred,0.0741,T3_thirty_day,home province ON,7-day value with high-risk jurisdictions,90-day cash credit count,cash-intensive business type,home province ON; 7-day value with high-risk jurisdictions; 90-day cash credit count
R004-3301-113,R004,3301,113,4.797758839493368e-06,1.345451809323748e-06,0,train,deferred,0.0735,T3_thirty_day,home province ON,share of activity outside banking hours,30-day value with high-risk jurisdictions,cash-intensive business type,home province ON; share of activity outside banking hours; 30-day value with high-risk jurisdictions
R004-3301-164,R004,3301,164,1.0290986635435196e-05,1.1967410055477078e-07,0,holdout,deferred,0.0991,T3_thirty_day,home province ON,30-day largest transaction,30-day high-risk jurisdiction count,cash-intensive business type,home province ON; 30-day largest transaction; 30-day high-risk jurisdiction count
R004-3310-23,R004,3310,23,0.0072882371594174,3.5204398257243e-07,0,train,review,0.6279,T2_five_day,share of 30-day credits arriving as cash,occupation or business type auto dealer,home province BC,cash-intensive business type,share of 30-day credits arriving as cash; occupation or business type auto dealer; home province BC
R004-3310-53,R004,3310,53,0.0024203305254839,6.43289570430265e-07,0,train,review,0.5184,T3_thirty_day,share of 30-day credits arriving as cash,occupation or business type auto dealer,home province BC,cash-intensive business type,share of 30-day credits arriving as cash; occupation or business type auto dealer; home province BC
R004-3310-60,R004,3310,60,0.015067075677127,3.439488861351327e-07,0,train,review,0.6969,T2_five_day,share of 30-day credits arriving as cash,occupation or business type auto dealer,home province BC,cash-intensive business type,share of 30-day credits arriving as cash; occupation or business type auto dealer; home province BC
R004-3310-61,R004,3310,61,0.0015477391493758,1.9025063420219986e-07,0,train,review,0.4719,T3_thirty_day,share of 30-day credits arriving as cash,occupation or business type auto dealer,home province BC,cash-intensive business type,share of 30-day credits arriving as cash; occupation or business type auto dealer; home province BC
R004-3310-87,R004,3310,87,0.0960842918649856,6.951035175671206e-07,0,train,review,0.8322,T2_five_day,share of 30-day credits arriving as cash,occupation or business type auto dealer,30-day cash credit volume,cash-intensive business type,share of 30-day credits arriving as cash; occupation or business type auto dealer; 30-day cash credit volume
R004-3310-98,R004,3310,98,0.0845436053606441,1.4377349302064226e-07,0,train,review,0.8237,T2_five_day,share of 30-day credits arriving as cash,occupation or business type auto dealer,90-day transaction count,cash-intensive business type,share of 30-day credits arriving as cash; occupation or business type auto dealer; 90-day transaction count
R004-3310-111,R004,3310,111,0.0641166107098171,5.845747489722343e-07,0,train,review,0.8052,T2_five_day,share of 30-day credits arriving as cash,30-day cash credit volume,30-day cash credit count,cash-intensive business type,share of 30-day credits arriving as cash; 30-day cash credit volume; 30-day cash credit count
R004-3310-142,R004,3310,142,0.0036564236427631,3.418028339998519e-07,0,valid,review,0.5585,T3_thirty_day,share of 30-day credits arriving as cash,90-day transaction count,30-day cash credit count,cash-intensive business type,share of 30-day credits arriving as cash; 90-day transaction count; 30-day cash credit count
R004-3310-143,R004,3310,143,0.0035096962589997,4.032460639286458e-07,0,valid,review,0.5544,T3_thirty_day,share of 30-day credits arriving as cash,90-day transaction count,30-day cash credit count,cash-intensive business type,share of 30-day credits arriving as cash; 90-day transaction count; 30-day cash credit count
R004-3310-147,R004,3310,147,0.0003772427014082,6.805426831108724e-07,0,valid,review,0.3354,T3_thirty_day,share of 30-day credits arriving as cash,90-day transaction count,90-day distinct counterparties,cash-intensive business type,share of 30-day credits arriving as cash; 90-day transaction count; 90-day distinct counterparties
