txn_id,customer_key,date_key,calendar_date,amount_cad,direction,channel,counterparty_country,counterparty_id,hour_of_day,is_high_risk
T000045813,1731,17,2025-09-18,635.73,debit,pos,CA,P0013190,18,0
T000052143,1731,20,2025-09-21,657.5,credit,cash,CA,P0032959,17,0
T000061474,1731,24,2025-09-25,1239.86,debit,wire,CA,P0020919,8,0
T000065112,1731,25,2025-09-26,393.43,debit,preauth,CA,P0029493,11,0
T000065113,1731,25,2025-09-26,124.6,credit,pos,CA,P0003511,11,0
T000066775,1731,25,2025-09-26,852.94,debit,emt,CA,P0045417,19,0
T000068234,1731,26,2025-09-27,91.28,credit,preauth,CA,P0059024,17,0
T000068525,1731,26,2025-09-27,1788.05,credit,emt,CA,P0059618,20,0
T000079581,1731,31,2025-10-02,748.68,debit,emt,CA,P0054545,10,0
T000080139,1731,31,2025-10-02,421.8,credit,emt,CA,P0037871,12,0
T000083975,1731,32,2025-10-03,22695.27,credit,emt,CA,P0012027,16,0
T000086580,1731,34,2025-10-05,2048.27,debit,cheque,CA,P0020691,7,0
T000086699,1731,34,2025-10-05,341.24,debit,pos,CA,P0039266,8,0
T000087822,1731,34,2025-10-05,651.51,debit,pos,CA,P0025016,19,0
T000089804,1731,35,2025-10-06,3112.83,credit,wire,CA,P0010170,15,0
T000092914,1731,36,2025-10-07,922.96,credit,preauth,CA,P0017454,16,0
T000103761,1731,40,2025-10-11,403.17,credit,cash,CA,P0006688,14,0
T000110448,1731,43,2025-10-14,666.0,debit,preauth,CA,P0018227,13,0
T000110744,1731,43,2025-10-14,266.91,debit,wire,CA,P0057911,14,0
T000117701,1731,45,2025-10-16,591.16,credit,preauth,CA,P0001805,19,0
T000118454,1731,46,2025-10-17,1595.17,credit,pos,CA,P0057997,8,0
T000127661,1731,50,2025-10-21,1065.13,credit,wire,CA,P0050687,9,0
T000135487,1731,52,2025-10-23,475.37,debit,cash,CA,P0045409,19,0
T000136168,1731,53,2025-10-24,1839.51,debit,emt,CA,P0004671,8,0
T000143000,1731,56,2025-10-27,1143.25,credit,wire,CA,P0039248,11,0
T000143353,1731,56,2025-10-27,211.06,debit,pos,CA,P0035508,13,0
T000144983,1731,56,2025-10-27,3246.81,debit,emt,CA,P0051287,20,0
T000150365,1731,58,2025-10-29,244.3,credit,cash,CA,P0059934,19,0
T000154853,1731,60,2025-10-31,89.78,credit,cheque,CA,P0006817,12,0
T000156909,1731,61,2025-11-01,405.28,debit,cheque,CA,P0053002,9,0
T000166551,1731,65,2025-11-05,2773.6,credit,wire,CA,P0020730,12,0
T000166863,1731,65,2025-11-05,1484.57,credit,pos,CA,P0020932,13,0
T000172287,1731,67,2025-11-07,512.15,debit,preauth,CA,P0002828,11,0
T000175837,1731,69,2025-11-09,337.09,credit,pos,CA,P0052976,8,0
T000175992,1731,69,2025-11-09,1133.38,credit,cheque,CA,P0022673,10,0
T000179274,1731,70,2025-11-10,1040.93,credit,cheque,CA,P0010840,16,0
T000181559,1731,71,2025-11-11,1518.04,debit,cash,CA,P0027556,13,0
T000181686,1731,71,2025-11-11,223.53,debit,wire,CA,P0029431,14,0
T000182146,1731,71,2025-11-11,198.39,debit,emt,CA,P0013501,16,0
T000183210,1731,72,2025-11-12,1719.18,debit,emt,CA,P0022469,7,0
T000190338,1731,74,2025-11-14,821.56,debit,cheque,CA,P0044446,12,0
T000193105,1731,75,2025-11-15,155.13,debit,cash,CA,P0005735,16,0
T000199479,1731,78,2025-11-18,503.4,debit,cheque,CA,P0011578,13,0
T000200950,1731,78,2025-11-18,286.49,credit,cash,CA,P0005251,20,0
T000201989,1731,79,2025-11-19,2246.93,debit,pos,CA,P0029597,11,0
T000204289,1731,80,2025-11-20,1243.89,debit,pos,CA,P0010320,8,0
T000212295,1731,83,2025-11-23,296.46,debit,emt,CA,P0004994,12,0
T000216938,1731,85,2025-11-25,275.34,credit,emt,CA,P0013614,10,0
T000217765,1731,85,2025-11-25,2316.81,debit,preauth,CA,P0034504,14,0
T000219138,1731,85,2025-11-25,328.33,debit,emt,CA,P0018932,20,0
T000221559,1731,86,2025-11-26,421.57,credit,emt,CA,P0026015,17,0
T000222771,1731,87,2025-11-27,274.84,debit,preauth,CA,P0023899,9,0
T000226378,1731,88,2025-11-28,1233.08,credit,cheque,CA,P0015192,12,0
T000231786,1731,91,2025-12-01,118.87,debit,cheque,CA,P0043841,8,0
T000236468,1731,92,2025-12-02,76.81,credit,emt,CA,P0033675,15,0
T000242774,1731,94,2025-12-04,499.42,debit,emt,CA,P0031666,16,0
T000252493,1731,98,2025-12-08,3472.89,credit,emt,CA,P0015339,17,0
T000253204,1731,99,2025-12-09,150.38,debit,cheque,CA,P0032843,7,0
T000253282,1731,99,2025-12-09,2329.05,debit,emt,CA,P0026508,7,0
T000253778,1731,99,2025-12-09,266.66,debit,pos,CA,P0043513,10,0
T000256413,1731,100,2025-12-10,1018.33,credit,cheque,CA,P0029181,7,0
T000260358,1731,101,2025-12-11,534.63,debit,cheque,CA,P0018964,12,0
T000273979,1731,106,2025-12-16,1567.86,credit,preauth,CA,P0043262,17,0
T000277068,1731,107,2025-12-17,864.05,credit,cheque,CA,P0020590,17,0
T000278384,1731,108,2025-12-18,201.14,credit,cheque,CA,P0052419,8,0
T000280246,1731,108,2025-12-18,1648.85,credit,cheque,CA,P0046242,17,0
T000280758,1731,108,2025-12-18,1002.66,debit,preauth,NL,P0021153,19,0
T000283206,1731,109,2025-12-19,205.42,credit,cheque,XB,P0009320,16,1
T000287106,1731,111,2025-12-21,1373.68,debit,pos,CA,P0052470,16,0
T000291869,1731,113,2025-12-23,1022.85,debit,emt,CA,P0021170,12,0
T000294050,1731,114,2025-12-24,8161.94,credit,pos,CA,P0022101,8,0
T000295347,1731,114,2025-12-24,576.62,credit,emt,CA,P0021780,14,0
T000297266,1731,115,2025-12-25,835.69,credit,preauth,JP,P0047460,9,0
T000298705,1731,115,2025-12-25,1090.28,debit,pos,CA,P0004704,16,0
T000299080,1731,115,2025-12-25,1224.66,debit,cheque,CA,P0007813,17,0
T000303368,1731,117,2025-12-27,195.58,debit,cash,CA,P0035341,11,0
T000309771,1731,120,2025-12-30,2164.26,debit,pos,CA,P0050764,9,0
T000310475,1731,120,2025-12-30,446.58,credit,pos,CA,P0042899,12,0
T000311328,1731,120,2025-12-30,4965.87,debit,preauth,CA,P0004704,16,0
T000315391,1731,122,2026-01-01,2352.75,credit,emt,NL,P0038588,7,0
T000316087,1731,122,2026-01-01,361.25,credit,pos,CA,P0011318,10,0
T000317739,1731,122,2026-01-01,259.08,credit,wire,CA,P0042964,18,0
T000319728,1731,123,2026-01-02,859.86,debit,pos,CA,P0023380,13,0
T000324463,1731,125,2026-01-04,852.51,debit,cash,CA,P0020509,18,0
T000325132,1731,126,2026-01-05,259.05,credit,wire,CA,P0059161,9,0
T000328893,1731,127,2026-01-06,265.21,debit,cheque,CA,P0000645,11,0
T000331570,1731,128,2026-01-07,149.71,debit,wire,CA,P0058715,9,0
T000331583,1731,128,2026-01-07,1054.05,debit,preauth,CA,P0007077,9,0
T000333889,1731,128,2026-01-07,702.38,credit,cash,CA,P0048937,20,0
T000335647,1731,129,2026-01-08,250.78,debit,pos,CA,P0053024,14,0
T000343303,1731,132,2026-01-11,4724.78,credit,cash,CA,P0050971,18,0
T000344240,1731,133,2026-01-12,1106.35,credit,pos,CA,P0029371,10,0
T000346370,1731,133,2026-01-12,743.64,credit,emt,CA,P0057814,19,0
T000346376,1731,133,2026-01-12,195.78,credit,pos,CA,P0048502,19,0
T000347979,1731,134,2026-01-13,9527.82,credit,cash,CA,P0038413,13,0
T000348416,1731,134,2026-01-13,8757.74,credit,cash,CA,P0019914,14,0
T000348709,1731,134,2026-01-13,8225.11,credit,cash,CA,P0024045,16,0
T000348726,1731,134,2026-01-13,9028.44,credit,cash,CA,P0056886,16,0
T000349506,1731,134,2026-01-13,8578.48,credit,cash,CA,P0017324,19,0
T000349535,1731,134,2026-01-13,8683.22,credit,cash,CA,P0022713,19,0
T000350243,1731,135,2026-01-14,594.96,credit,cheque,CA,P0043117,9,0
T000350279,1731,135,2026-01-14,9547.58,credit,cash,CA,P0037622,9,0
T000350975,1731,135,2026-01-14,8990.15,credit,cash,CA,P0002917,12,0
T000355915,1731,137,2026-01-16,431.18,debit,cash,CA,P0050164,7,0
T000356077,1731,137,2026-01-16,1217.91,credit,cash,CA,P0016634,8,0
T000356782,1731,137,2026-01-16,146.29,credit,pos,CA,P0043075,11,0
T000359096,1731,138,2026-01-17,9044.34,credit,cash,CA,P0036382,9,0
T000359343,1731,138,2026-01-17,8201.52,credit,cash,CA,P0020993,11,0
T000360472,1731,138,2026-01-17,8627.17,credit,cash,CA,P0003693,19,0
T000362840,1731,140,2026-01-19,8752.12,credit,cash,CA,P0025459,9,0
T000362953,1731,140,2026-01-19,8497.78,credit,cash,CA,P0052665,10,0
T000364470,1731,140,2026-01-19,9602.04,credit,cash,CA,P0058013,16,0
T000374776,1731,144,2026-01-23,1145.29,debit,emt,CA,P0002375,8,0
T000380256,1731,146,2026-01-25,681.95,credit,preauth,CA,P0024005,14,0
T000381716,1731,147,2026-01-26,8801.11,credit,cash,CA,P0020396,10,0
T000382701,1731,147,2026-01-26,8457.02,credit,cash,CA,P0022933,14,0
T000382766,1731,147,2026-01-26,265.64,credit,pos,CA,P0025364,15,0
T000383053,1731,147,2026-01-26,9858.26,credit,cash,CA,P0014479,16,0
T000383890,1731,147,2026-01-26,163.24,credit,preauth,GB,P0022617,20,0
T000385151,1731,148,2026-01-27,697.93,credit,emt,CA,P0010649,12,0
T000385691,1731,148,2026-01-27,8437.72,credit,cash,CA,P0030280,14,0
T000386355,1731,148,2026-01-27,9910.97,credit,cash,CA,P0041722,17,0
T000387601,1731,149,2026-01-28,107.92,credit,pos,CA,P0058461,9,0
T000389030,1731,149,2026-01-28,1246.78,credit,wire,AU,P0056992,15,0
T000390885,1731,150,2026-01-29,8999.18,credit,cash,CA,P0050193,10,0
T000392365,1731,150,2026-01-29,8315.87,credit,cash,CA,P0038415,16,0
T000394085,1731,151,2026-01-30,2062.69,debit,cheque,CA,P0009581,10,0
T000398564,1731,153,2026-02-01,9680.91,credit,cash,CA,P0037185,10,0
T000398795,1731,153,2026-02-01,8902.45,credit,cash,CA,P0021114,12,0
T000398833,1731,153,2026-02-01,197.8,debit,emt,CA,P0032660,12,0
T000399504,1731,153,2026-02-01,9699.66,credit,cash,CA,P0013850,18,0
T000399517,1731,153,2026-02-01,9006.91,credit,cash,CA,P0029779,18,0
T000399535,1731,153,2026-02-01,9789.85,credit,cash,CA,P0021397,18,0
T000399836,1731,154,2026-02-02,1426.05,debit,emt,CA,P0026671,7,0
T000401376,1731,154,2026-02-02,1748.84,credit,preauth,CA,P0039556,14,0
T000406464,1731,156,2026-02-04,239.94,debit,emt,CA,P0051801,10,0
T000407622,1731,156,2026-02-04,571.57,debit,pos,CA,P0050001,15,0
T000410297,1731,157,2026-02-05,344.67,credit,pos,CA,P0033971,14,0
T000415119,1731,159,2026-02-07,9293.43,credit,cash,CA,P0020652,11,0
T000416050,1731,159,2026-02-07,9362.76,credit,cash,CA,P0018498,19,0
T000416346,1731,160,2026-02-08,585.56,debit,wire,CA,P0024883,8,0
T000416501,1731,160,2026-02-08,2572.66,debit,cheque,CA,P0024934,9,0
T000418192,1731,161,2026-02-09,143.03,debit,pos,CA,P0001755,8,0
T000421363,1731,162,2026-02-10,9914.73,credit,cash,CA,P0034074,10,0
T000421364,1731,162,2026-02-10,8849.99,credit,cash,CA,P0016156,10,0
T000422431,1731,162,2026-02-10,9658.1,credit,cash,CA,P0008139,15,0
T000422613,1731,162,2026-02-10,173.04,credit,preauth,CA,P0019708,15,0
T000423387,1731,162,2026-02-10,712.9,debit,cash,CA,P0043299,19,0
T000425321,1731,163,2026-02-11,524.13,debit,wire,CA,P0015988,14,0
T000425938,1731,163,2026-02-11,1036.87,credit,pos,CA,P0006771,17,0
T000426311,1731,163,2026-02-11,280.58,credit,pos,CA,P0034869,19,0
T000432494,1731,165,2026-02-13,430.53,credit,emt,CA,P0002711,20,0
T000438979,1731,169,2026-02-17,1453.61,debit,cash,CA,P0036496,9,0
T000445548,1731,171,2026-02-19,548.48,credit,pos,CA,P0010284,14,0
T000458582,1731,177,2026-02-25,305.4,debit,cheque,CA,P0050980,7,0
T000460715,1731,177,2026-02-25,309.01,credit,pos,CA,P0009080,17,0
T000461174,1731,177,2026-02-25,5660.95,debit,pos,CA,P0030782,20,0
T000461466,1731,178,2026-02-26,1489.44,credit,wire,CA,P0022457,7,0
T000462011,1731,178,2026-02-26,391.34,credit,wire,CA,P0047999,10,0
T000462438,1731,178,2026-02-26,577.46,debit,cheque,CA,P0007692,12,0
T000462571,1731,178,2026-02-26,817.91,credit,pos,CA,P0032683,13,0
T000464148,1731,179,2026-02-27,1004.74,credit,emt,CA,P0028982,7,0
T000004443,1733,1,2025-09-02,1712.33,credit,pos,CA,P0041268,14,0
T000009220,1733,3,2025-09-04,147223.39,credit,wire,CA,P0005194,10,0
T000010118,1733,3,2025-09-04,26331.51,debit,cheque,CA,P0024729,14,0
T000012753,1733,4,2025-09-05,34132.38,debit,cheque,CA,P0011564,13,0
T000014776,1733,5,2025-09-06,23313.04,debit,emt,CA,P0025230,10,0
T000026958,1733,10,2025-09-11,25.33,debit,pos,CA,P0047081,12,0
T000028207,1733,10,2025-09-11,942.09,debit,pos,CA,P0009649,18,0
T000028437,1733,10,2025-09-11,309.55,debit,emt,CA,P0004610,19,0
T000031069,1733,11,2025-09-12,193.48,debit,emt,CA,P0016613,18,0
T000031302,1733,11,2025-09-12,960.2,debit,emt,CA,P0000390,19,0
T000034691,1733,14,2025-09-15,441.54,debit,preauth,CA,P0036050,7,0
T000039453,1733,15,2025-09-16,377.66,debit,pos,CA,P0023902,15,0
T000041555,1733,16,2025-09-17,57.23,credit,pos,CA,P0028025,11,0
T000043408,1733,16,2025-09-17,415.07,debit,pos,CA,P0052707,20,0
T000048500,1733,18,2025-09-19,277.69,debit,pos,CA,P0010434,17,0
T000054722,1733,21,2025-09-22,243.99,credit,cash,CA,P0001723,18,0
T000064444,1733,25,2025-09-26,850.53,credit,emt,CA,P0022150,8,0
T000064784,1733,25,2025-09-26,2204.79,debit,pos,CA,P0012278,10,0
T000085629,1733,33,2025-10-04,176084.26,credit,wire,CA,P0022551,13,0
T000085846,1733,33,2025-10-04,84287.99,debit,emt,CA,P0027743,14,0
T000088858,1733,35,2025-10-06,67061.06,debit,cheque,CA,P0025504,11,0
T000098387,1733,38,2025-10-09,579.45,debit,pos,CA,P0055942,13,0
T000099446,1733,38,2025-10-09,19432.05,debit,wire,XA,P0024518,19,1
T000106208,1733,42,2025-10-13,12.04,debit,cheque,CA,P0050369,7,0
T000109577,1733,43,2025-10-14,84.99,debit,pos,CA,P0044367,9,0
T000129278,1733,50,2025-10-21,118.01,debit,cash,CA,P0007054,17,0
T000132666,1733,51,2025-10-22,824.44,credit,pos,CA,P0019620,19,0
T000137222,1733,53,2025-10-24,81.07,credit,pos,CA,P0052487,13,0
T000159493,1733,62,2025-11-02,196.17,credit,cash,CA,P0048163,18,0
T000165303,1733,64,2025-11-04,251.7,debit,pos,CA,P0047509,20,0
T000169030,1733,66,2025-11-06,10346.44,debit,wire,XA,P0003307,9,1
T000172345,1733,67,2025-11-07,75.15,credit,emt,CA,P0057173,11,0
T000173478,1733,67,2025-11-07,914.79,debit,wire,CA,P0005519,17,0
T000185719,1733,72,2025-11-12,949.51,debit,emt,CA,P0025977,18,0
T000187400,1733,73,2025-11-13,152.4,credit,emt,CA,P0005772,13,0
T000195097,1733,76,2025-11-16,974.01,credit,pos,CA,P0007318,20,0
T000222584,1733,87,2025-11-27,4609.21,debit,cash,CA,P0009224,8,0
T000225196,1733,87,2025-11-27,779.34,debit,cash,CA,P0044960,20,0
T000226152,1733,88,2025-11-28,111.11,debit,cash,CA,P0057559,11,0
T000226797,1733,88,2025-11-28,81.29,debit,emt,CA,P0034899,14,0
T000240052,1733,93,2025-12-03,634.11,credit,pos,CA,P0029360,17,0
T000242797,1733,94,2025-12-04,258.63,debit,pos,GB,P0006774,17,0
T000245680,1733,95,2025-12-05,610.25,debit,emt,CA,P0038926,16,0
T000257754,1733,100,2025-12-10,402.5,debit,cash,CA,P0050886,14,0
T000260440,1733,101,2025-12-11,2374.25,debit,pos,CA,P0017824,12,0
T000274628,1733,106,2025-12-16,15114.82,debit,wire,XA,P0045059,20,1
T000278673,1733,108,2025-12-18,199.39,debit,pos,CA,P0000606,10,0
T000281407,1733,109,2025-12-19,1826.06,debit,emt,CA,P0036214,8,0
T000282798,1733,109,2025-12-19,94.93,debit,pos,CA,P0042938,14,0
T000285422,1733,110,2025-12-20,245.43,debit,cash,CA,P0039197,16,0
T000289164,1733,112,2025-12-22,43.96,debit,cash,CA,P0001669,13,0
T000297920,1733,115,2025-12-25,222.25,credit,pos,CA,P0048533,12,0
T000302972,1733,117,2025-12-27,206.4,debit,pos,CA,P0052049,8,0
T000306227,1733,119,2025-12-29,181.48,debit,pos,CA,P0044191,7,0
T000309745,1733,120,2025-12-30,425.2,credit,pos,CA,P0042713,9,0
T000311899,1733,120,2025-12-30,542.73,debit,pos,CA,P0029796,19,0
T000312254,1733,121,2025-12-31,215.29,debit,pos,CA,P0048801,7,0
T000315803,1733,122,2026-01-01,286.69,debit,cheque,CA,P0017900,9,0
T000319494,1733,123,2026-01-02,1562.4,debit,cash,CA,P0011004,12,0
T000333668,1733,128,2026-01-07,1101.57,debit,emt,CA,P0002706,19,0
T000338860,1733,130,2026-01-09,18639.25,debit,wire,XA,P0052933,14,1
T000351446,1733,135,2026-01-14,377.53,debit,pos,CA,P0042095,14,0
T000354079,1733,136,2026-01-15,485.38,debit,pos,CA,P0029944,13,0
T000363932,1733,140,2026-01-19,153.6,debit,emt,CA,P0040446,14,0
T000387866,1733,149,2026-01-28,200.63,debit,emt,CA,P0020171,10,0
T000390286,1733,150,2026-01-29,560.81,debit,pos,CA,P0048161,7,0
T000391450,1733,150,2026-01-29,380.96,debit,pos,CA,P0006347,13,0
T000396180,1733,151,2026-01-30,264.28,debit,emt,CA,P0014189,20,0
T000400650,1733,154,2026-02-02,2521.78,debit,cash,CA,P0033575,11,0
T000404493,1733,155,2026-02-03,416.91,debit,cash,CA,P0013257,14,0
T000408458,1733,156,2026-02-04,405.66,debit,pos,CH,P0011555,19,0
T000413161,1733,158,2026-02-06,563.94,debit,emt,CA,P0012691,14,0
T000420855,1733,162,2026-02-10,154.4,debit,pos,CA,P0045954,7,0
T000425030,1733,163,2026-02-11,2635.04,debit,cheque,CA,P0029195,13,0
T000432472,1733,165,2026-02-13,343.89,debit,emt,CA,P0002367,20,0
T000433624,1733,166,2026-02-14,305.22,debit,pos,CA,P0013823,17,0
T000444640,1733,171,2026-02-19,904.87,debit,pos,CA,P0032397,9,0
T000452875,1733,175,2026-02-23,155.53,debit,pos,CA,P0036110,7,0
T000460837,1733,177,2026-02-25,235.16,debit,emt,CA,P0056596,18,0
T000464912,1733,179,2026-02-27,669.45,debit,pos,CA,P0027795,11,0
T000001704,1737,0,2025-09-01,394.04,debit,pos,CA,P0041808,14,0
T000008310,1737,2,2025-09-03,2617.01,debit,emt,CA,P0029531,19,0
T000009243,1737,3,2025-09-04,1296.92,debit,pos,CA,P0037331,10,0
T000016323,1737,6,2025-09-07,1242.46,debit,pos,CA,P0035003,12,0
T000017626,1737,7,2025-09-08,1799.17,debit,emt,CA,P0051004,8,0
T000019762,1737,7,2025-09-08,2506.61,credit,emt,CA,P0037088,18,0
T000021540,1737,8,2025-09-09,2418.37,credit,emt,CA,P0020816,13,0
T000032817,1737,12,2025-09-13,764.78,credit,cash,CA,P0025552,18,0
T000034829,1737,14,2025-09-15,479.58,debit,wire,CA,P0029219,8,0
T000039419,1737,15,2025-09-16,833.75,debit,pos,XB,P0049447,15,1
T000041531,1737,16,2025-09-17,802.45,credit,pos,CA,P0055076,11,0
T000042219,1737,16,2025-09-17,891.38,debit,cheque,CA,P0046043,15,0
T000043794,1737,17,2025-09-18,782.25,credit,cheque,AU,P0015145,8,0
T000046201,1737,17,2025-09-18,936.81,debit,preauth,CA,P0040208,20,0
T000053481,1737,21,2025-09-22,12204.03,credit,wire,CA,P0006804,12,0
T000059313,1737,23,2025-09-24,2819.47,debit,cheque,CA,P0013781,12,0
T000061778,1737,24,2025-09-25,13238.27,debit,wire,XB,P0052245,9,1
T000062268,1737,24,2025-09-25,460.6,debit,pos,CA,P0038941,12,0
T000064003,1737,24,2025-09-25,2598.35,credit,cash,CA,P0030580,20,0
T000069379,1737,27,2025-09-28,2280.99,debit,emt,CA,P0015629,14,0
T000074047,1737,29,2025-09-30,17547.33,debit,wire,XB,P0051226,11,1
T000074190,1737,29,2025-09-30,409.01,credit,pos,CA,P0030460,12,0
T000087615,1737,34,2025-10-05,1965.86,credit,wire,CA,P0055575,17,0
T000088840,1737,35,2025-10-06,505.57,debit,pos,CA,P0047435,11,0
T000090210,1737,35,2025-10-06,2015.28,debit,wire,CA,P0007466,17,0
T000095219,1737,37,2025-10-08,904.1,credit,cash,CA,P0032768,12,0
T000098882,1737,38,2025-10-09,3920.23,debit,pos,CA,P0018838,16,0
T000100491,1737,39,2025-10-10,1361.79,credit,pos,CA,P0004059,10,0
T000101456,1737,39,2025-10-10,665.72,credit,pos,CA,P0026482,14,0
T000102851,1737,40,2025-10-11,3211.95,debit,cheque,CA,P0052522,7,0
T000104899,1737,41,2025-10-12,93.63,credit,pos,CA,P0024949,10,0
T000111377,1737,43,2025-10-14,3373.03,debit,pos,CA,P0014965,17,0
T000112378,1737,44,2025-10-15,316.17,credit,pos,CA,P0042454,8,0
T000114785,1737,44,2025-10-15,2171.69,debit,cheque,CA,P0029917,19,0
T000115533,1737,45,2025-10-16,809.14,credit,wire,CA,P0056506,9,0
T000120267,1737,46,2025-10-17,3540.28,debit,cheque,CA,P0054536,17,0
T000121544,1737,47,2025-10-18,1010.3,credit,wire,CA,P0007295,11,0
T000121661,1737,47,2025-10-18,770.23,debit,cheque,CA,P0039647,12,0
T000126167,1737,49,2025-10-20,380.49,credit,cheque,CA,P0015095,16,0
T000132144,1737,51,2025-10-22,1001.56,debit,cheque,CA,P0054392,17,0
T000134028,1737,52,2025-10-23,7188.68,debit,wire,CA,P0052753,11,0
T000138437,1737,53,2025-10-24,3157.69,credit,wire,CA,P0026375,19,0
T000139363,1737,54,2025-10-25,12608.17,debit,wire,XB,P0043877,12,1
T000142560,1737,56,2025-10-27,3491.75,credit,cash,CA,P0044269,9,0
T000143378,1737,56,2025-10-27,4839.88,credit,cash,CA,P0003466,13,0
T000143601,1737,56,2025-10-27,8956.26,credit,cash,CA,P0024233,14,0
T000145168,1737,57,2025-10-28,3326.69,credit,cash,CA,P0002251,8,0
T000145613,1737,57,2025-10-28,441.76,debit,pos,CA,P0001509,10,0
T000145986,1737,57,2025-10-28,12285.47,credit,cash,CA,P0003445,12,0
T000148222,1737,58,2025-10-29,10710.19,credit,cash,CA,P0030447,8,0
T000148400,1737,58,2025-10-29,601.07,credit,wire,CA,P0059596,9,0
T000148514,1737,58,2025-10-29,3482.25,credit,cash,CA,P0014335,10,0
T000152416,1737,59,2025-10-30,1001.38,debit,cash,CA,P0052391,14,0
T000152817,1737,59,2025-10-30,8966.18,credit,cash,CA,P0016227,16,0
T000154318,1737,60,2025-10-31,1723.35,debit,pos,NL,P0044472,9,0
T000156068,1737,60,2025-10-31,9477.75,credit,cash,CA,P0010686,18,0
T000157908,1737,61,2025-11-01,6420.36,credit,cash,CA,P0013305,18,0
T000158293,1737,62,2025-11-02,8181.75,credit,cash,CA,P0013697,8,0
T000159242,1737,62,2025-11-02,3922.72,credit,cash,CA,P0003186,16,0
T000159672,1737,62,2025-11-02,527.06,credit,pos,CA,P0049654,20,0
T000160063,1737,63,2025-11-03,10053.78,credit,cash,CA,P0031331,8,0
T000161435,1737,63,2025-11-03,2120.25,debit,cheque,CA,P0024806,15,0
T000165020,1737,64,2025-11-04,4232.71,credit,pos,CA,P0053863,18,0
T000169437,1737,66,2025-11-06,13050.49,credit,cash,CA,P0022957,11,0
T000170698,1737,66,2025-11-06,788.49,credit,pos,CA,P0014192,17,0
T000170942,1737,66,2025-11-06,5201.27,credit,cash,CA,P0014821,18,0
T000172478,1737,67,2025-11-07,926.02,credit,pos,CA,P0027482,12,0
T000174471,1737,68,2025-11-08,8556.91,credit,cash,CA,P0044757,9,0
T000174750,1737,68,2025-11-08,1475.86,debit,cheque,CA,P0041218,12,0
T000176008,1737,69,2025-11-09,10296.85,credit,cash,CA,P0004822,10,0
T000176179,1737,69,2025-11-09,211.02,credit,pos,CA,P0019685,11,0
T000177640,1737,70,2025-11-10,12813.6,debit,wire,XB,P0006614,9,1
T000179505,1737,70,2025-11-10,695.77,credit,cash,CA,P0014927,17,0
T000182625,1737,71,2025-11-11,13815.29,credit,cash,CA,P0003045,18,0
T000187498,1737,73,2025-11-13,1484.25,credit,wire,CA,P0048194,13,0
T000191302,1737,74,2025-11-14,10712.5,credit,cash,CA,P0034724,17,0
T000194203,1737,76,2025-11-16,1111.74,credit,pos,CA,P0058001,12,0
T000194279,1737,76,2025-11-16,5361.37,credit,wire,CA,P0047954,13,0
T000194349,1737,76,2025-11-16,5945.44,credit,cash,CA,P0012781,13,0
T000196273,1737,77,2025-11-17,11245.62,credit,cash,CA,P0045905,12,0
T000197378,1737,77,2025-11-17,8406.31,credit,cash,CA,P0021555,17,0
T000204294,1737,80,2025-11-20,9788.28,credit,cash,CA,P0023015,8,0
T000204450,1737,80,2025-11-20,3629.57,credit,cash,CA,P0021927,9,0
T000205725,1737,80,2025-11-20,660.63,credit,preauth,CA,P0058533,14,0
T000206955,1737,80,2025-11-20,974.8,credit,wire,CA,P0045640,20,0
T000209814,1737,81,2025-11-21,11363.65,credit,cash,CA,P0021779,19,0
T000212503,1737,83,2025-11-23,8167.87,credit,cash,CA,P0033140,14,0
T000213095,1737,83,2025-11-23,7668.13,credit,cash,CA,P0025454,18,0
T000216717,1737,85,2025-11-25,1527.54,debit,wire,FR,P0031008,9,0
T000217351,1737,85,2025-11-25,3267.71,credit,cheque,CA,P0012827,12,0
T000217921,1737,85,2025-11-25,3412.68,credit,cash,CA,P0029332,14,0
T000230173,1737,90,2025-11-30,18052.22,debit,wire,XB,P0051050,9,1
T000230450,1737,90,2025-11-30,1627.91,credit,emt,CA,P0033406,11,0
T000234372,1737,91,2025-12-01,457.6,debit,preauth,CA,P0013724,19,0
T000242212,1737,94,2025-12-04,1612.85,credit,emt,CA,P0047597,14,0
T000243141,1737,94,2025-12-04,4470.48,credit,emt,CA,P0041738,18,0
T000245642,1737,95,2025-12-05,1330.24,debit,pos,CA,P0026202,16,0
T000249484,1737,97,2025-12-07,652.13,debit,preauth,CA,P0003923,15,0
T000252835,1737,98,2025-12-08,1641.84,credit,preauth,CA,P0011742,19,0
T000254700,1737,99,2025-12-09,2501.7,debit,preauth,CA,P0053438,14,0
T000258266,1737,100,2025-12-10,613.49,debit,cheque,CA,P0036001,16,0
T000262773,1737,102,2025-12-12,382.27,credit,wire,CA,P0017168,10,0
T000267213,1737,104,2025-12-14,6142.77,credit,cheque,CA,P0058204,10,0
T000267910,1737,104,2025-12-14,1684.08,credit,emt,CA,P0018570,15,0
T000274528,1737,106,2025-12-16,217.52,debit,cheque,CA,P0002151,19,0
T000288528,1737,112,2025-12-22,639.99,debit,pos,CA,P0043002,11,0
T000288619,1737,112,2025-12-22,2764.89,debit,preauth,CA,P0002140,11,0
T000293087,1737,113,2025-12-23,730.15,credit,cheque,CA,P0006495,18,0
T000295773,1737,114,2025-12-24,654.78,debit,cash,CA,P0059303,16,0
