alert_id,rule_id,customer_key,date_key,calendar_date,trigger_amount,trigger_txn_count,detail,score,score_percentile,tier,priority,split,is_true_positive,reason_1,reason_2,reason_3,top_mitigant
R004-1580-95,R004,1580,95,2025-12-05,15086.17,1.0,wire activity with high-risk jurisdiction: XD,0.005457987043109,0.5999,T3_thirty_day,review,train,0,cash-intensive business type,30-day largest transaction,onboarding channel branch,share of 30-day credits arriving as cash
R004-1580-127,R004,1580,127,2026-01-06,9413.61,1.0,wire activity with high-risk jurisdiction: XD,0.0024813139847889,0.5214,T3_thirty_day,review,valid,0,cash-intensive business type,30-day largest transaction,onboarding channel branch,share of 30-day credits arriving as cash
R004-1580-164,R004,1580,164,2026-02-12,17889.77,1.0,wire activity with high-risk jurisdiction: XD,0.0067620961379466,0.6207,T2_five_day,review,holdout,0,cash-intensive business type,30-day largest transaction,onboarding channel branch,share of 30-day credits arriving as cash
R004-1596-18,R004,1596,18,2025-09-19,14168.89,1.0,wire activity with high-risk jurisdiction: XD,0.0025429210243583,0.524,T3_thirty_day,review,train,0,cash-intensive business type,30-day largest transaction,90-day out-of-hours transaction count,share of 30-day credits arriving as cash
R004-1596-27,R004,1596,27,2025-09-28,10081.1,1.0,wire activity with high-risk jurisdiction: XD,0.0011794436872264,0.4447,T3_thirty_day,review,train,0,cash-intensive business type,30-day largest transaction,90-day out-of-hours transaction count,share of 30-day credits arriving as cash
R004-1596-54,R004,1596,54,2025-10-25,29343.760000000002,2.0,wire activity with high-risk jurisdiction: XD,4.663053964596129e-05,0.1747,T3_thirty_day,review,train,0,cash-intensive business type,30-day largest transaction,90-day out-of-hours transaction count,share of 30-day credits arriving as cash
R004-1596-66,R004,1596,66,2025-11-06,7724.75,1.0,wire activity with high-risk jurisdiction: XD,0.0003069566724472,0.318,T3_thirty_day,review,train,0,cash-intensive business type,30-day largest transaction,90-day cash credit count,share of 30-day credits arriving as cash
R004-1596-69,R004,1596,69,2025-11-09,10700.81,1.0,wire activity with high-risk jurisdiction: XD,8.251442659114497e-05,0.2124,T3_thirty_day,review,train,0,cash-intensive business type,30-day largest transaction,90-day cash credit count,share of 30-day credits arriving as cash
R004-1596-96,R004,1596,96,2025-12-06,12213.64,1.0,wire activity with high-risk jurisdiction: XD,0.0001190312390144,0.2393,T3_thirty_day,review,train,0,cash-intensive business type,30-day largest transaction,90-day cash credit count,share of 30-day credits arriving as cash
R004-1596-109,R004,1596,109,2025-12-19,11834.55,1.0,wire activity with high-risk jurisdiction: XD,0.0001417349334673,0.2518,T3_thirty_day,review,train,0,cash-intensive business type,30-day largest transaction,90-day cash credit count,share of 30-day credits arriving as cash
R004-1596-125,R004,1596,125,2026-01-04,21004.46,1.0,wire activity with high-risk jurisdiction: XD,0.1026377648422634,0.8365,T2_five_day,review,valid,0,share of 30-day credits arriving as cash,cash-intensive business type,30-day largest transaction,30-day volume vs 90-day run rate
R004-1596-140,R004,1596,140,2026-01-19,16419.97,1.0,wire activity with high-risk jurisdiction: XD,0.1543936539637775,0.8596,T2_five_day,review,valid,0,share of 30-day credits arriving as cash,cash-intensive business type,30-day largest transaction,30-day volume vs 90-day run rate
R004-1596-145,R004,1596,145,2026-01-24,25009.96,2.0,wire activity with high-risk jurisdiction: XD,0.0069740987027083,0.6238,T2_five_day,review,valid,0,share of 30-day credits arriving as cash,cash-intensive business type,30-day value with high-risk jurisdictions,7-day high-risk jurisdiction count
R004-1596-168,R004,1596,168,2026-02-16,17857.64,1.0,wire activity with high-risk jurisdiction: XD,5.703874636292903e-07,0.0307,T3_thirty_day,deferred,holdout,0,cash-intensive business type,30-day largest transaction,30-day value with high-risk jurisdictions,proportion of 30-day inflow retained
R004-1596-177,R004,1596,177,2026-02-25,17664.51,1.0,wire activity with high-risk jurisdiction: XD,9.32381423906233e-05,0.2205,T3_thirty_day,review,holdout,0,cash-intensive business type,30-day largest transaction,90-day cash credit count,share of 30-day credits arriving as cash
R004-1598-11,R004,1598,11,2025-09-12,8135.15,1.0,wire activity with high-risk jurisdiction: XA,7.171644486027855e-06,0.0863,T3_thirty_day,deferred,train,0,30-day largest transaction,home province ON,90-day wire value,cash-intensive business type
R004-1598-23,R004,1598,23,2025-09-24,7055.07,1.0,wire activity with high-risk jurisdiction: XA,1.2610426175290688e-05,0.1065,T3_thirty_day,deferred,train,0,home province ON,30-day largest transaction,onboarding channel branch,cash-intensive business type
R004-1598-27,R004,1598,27,2025-09-28,10381.35,1.0,wire activity with high-risk jurisdiction: XA,1.7680602632879885e-06,0.0493,T3_thirty_day,deferred,train,0,home province ON,onboarding channel branch,30-day largest transaction,cash-intensive business type
R004-1598-29,R004,1598,29,2025-09-30,9491.22,1.0,wire activity with high-risk jurisdiction: XA,1.3128099994359313e-07,0.015,T3_thirty_day,deferred,train,0,home province ON,onboarding channel branch,30-day largest transaction,cash-intensive business type
R004-1598-37,R004,1598,37,2025-10-08,21405.64,1.0,wire activity with high-risk jurisdiction: XA,0.0001607381887532,0.2616,T3_thirty_day,review,train,0,home province ON,30-day value with high-risk jurisdictions,onboarding channel branch,cash-intensive business type
R004-1598-39,R004,1598,39,2025-10-10,20539.88,1.0,wire activity with high-risk jurisdiction: XA,0.0001166883358692,0.2378,T3_thirty_day,review,train,0,30-day value with high-risk jurisdictions,home province ON,7-day value with high-risk jurisdictions,cash-intensive business type
R004-1598-40,R004,1598,40,2025-10-11,7804.34,1.0,wire activity with high-risk jurisdiction: XA,1.458471641930399e-05,0.1125,T3_thirty_day,deferred,train,0,30-day value with high-risk jurisdictions,7-day value with high-risk jurisdictions,home province ON,cash-intensive business type
R004-1598-93,R004,1598,93,2025-12-03,33191.049999999996,2.0,wire activity with high-risk jurisdiction: XA,2.1255546341275462e-06,0.0535,T3_thirty_day,deferred,train,0,90-day debit value,home province ON,30-day largest transaction,cash-intensive business type
R004-1598-100,R004,1598,100,2025-12-10,13707.94,1.0,wire activity with high-risk jurisdiction: XA,7.844540551369814e-06,0.0895,T3_thirty_day,deferred,train,0,90-day debit value,home province ON,30-day largest transaction,cash-intensive business type
R004-1598-112,R004,1598,112,2025-12-22,6442.9,1.0,wire activity with high-risk jurisdiction: XA,2.621562866903734e-06,0.0582,T3_thirty_day,deferred,train,0,90-day debit value,home province ON,30-day largest transaction,cash-intensive business type
R004-1598-137,R004,1598,137,2026-01-16,21975.06,1.0,wire activity with high-risk jurisdiction: XA,1.4246838678064683e-05,0.1114,T3_thirty_day,deferred,valid,0,home province ON,90-day debit value,onboarding channel branch,cash-intensive business type
R004-1598-140,R004,1598,140,2026-01-19,14555.87,1.0,wire activity with high-risk jurisdiction: XA,1.883293416644038e-06,0.0507,T3_thirty_day,deferred,valid,0,90-day debit value,home province ON,7-day value with high-risk jurisdictions,cash-intensive business type
R004-1600-40,R004,1600,40,2025-10-11,43222.17,1.0,wire activity with high-risk jurisdiction: XD,0.3548621634048103,0.9024,T1_same_day,review,train,0,cash-intensive business type,90-day debit value,home province ON,90-day wire value
R004-1600-42,R004,1600,42,2025-10-13,16868.48,1.0,wire activity with high-risk jurisdiction: XC,0.0629095192618796,0.8043,T2_five_day,review,train,0,cash-intensive business type,7-day value with high-risk jurisdictions,90-day debit value,90-day wire value
R004-1600-57,R004,1600,57,2025-10-28,27702.4,1.0,wire activity with high-risk jurisdiction: XC,0.4632424808339886,0.9157,T1_same_day,review,train,0,90-day debit value,30-day value with high-risk jurisdictions,cash-intensive business type,90-day wire value
R004-1600-59,R004,1600,59,2025-10-30,39528.33,1.0,wire activity with high-risk jurisdiction: XB,0.594515384302667,0.9279,T1_same_day,review,train,0,30-day value with high-risk jurisdictions,90-day debit value,cash-intensive business type,90-day wire value
R004-1608-0,R004,1608,0,2025-09-01,11843.92,1.0,wire activity with high-risk jurisdiction: XA,2.6426272469066574e-07,0.0213,T3_thirty_day,deferred,train,0,cash-intensive business type,30-day largest transaction,home province ON,share of 30-day credits arriving as cash
R004-1608-19,R004,1608,19,2025-09-20,8654.32,1.0,wire activity with high-risk jurisdiction: XA,0.0016080274571097,0.476,T3_thirty_day,review,train,0,cash-intensive business type,30-day largest transaction,home province ON,share of 30-day credits arriving as cash
R004-1608-23,R004,1608,23,2025-09-24,11963.7,1.0,wire activity with high-risk jurisdiction: XA,0.0001089272045222,0.2321,T3_thirty_day,review,train,0,cash-intensive business type,home province ON,30-day largest transaction,share of 30-day credits arriving as cash
R004-1608-127,R004,1608,127,2026-01-06,18789.12,1.0,wire activity with high-risk jurisdiction: XA,1.5064677534708956e-05,0.1139,T3_thirty_day,deferred,valid,0,cash-intensive business type,30-day largest transaction,home province ON,share of 30-day credits arriving as cash
R004-1608-145,R004,1608,145,2026-01-24,19972.94,1.0,wire activity with high-risk jurisdiction: XA,3.207507571816733e-05,0.1535,T3_thirty_day,deferred,valid,0,cash-intensive business type,30-day largest transaction,home province ON,share of 30-day credits arriving as cash
R004-1608-159,R004,1608,159,2026-02-07,19214.69,1.0,wire activity with high-risk jurisdiction: XA,0.0001295508297282,0.2456,T3_thirty_day,review,holdout,0,cash-intensive business type,30-day largest transaction,home province ON,share of 30-day credits arriving as cash
R004-1608-166,R004,1608,166,2026-02-14,19182.16,1.0,wire activity with high-risk jurisdiction: XA,2.0687385330975143e-05,0.129,T3_thirty_day,deferred,holdout,0,cash-intensive business type,home province ON,30-day value with high-risk jurisdictions,share of 30-day credits arriving as cash
R004-1608-168,R004,1608,168,2026-02-16,8721.33,1.0,wire activity with high-risk jurisdiction: XA,2.790822968968341e-06,0.0598,T3_thirty_day,deferred,holdout,0,cash-intensive business type,30-day value with high-risk jurisdictions,home province ON,share of 30-day credits arriving as cash
R004-1617-2,R004,1617,2,2025-09-03,14872.9,1.0,wire activity with high-risk jurisdiction: XC,7.606079028861768e-05,0.2059,T3_thirty_day,review,train,0,cash-intensive business type,30-day largest transaction,90-day out-of-hours transaction count,share of 30-day credits arriving as cash
R004-1617-15,R004,1617,15,2025-09-16,9247.63,1.0,wire activity with high-risk jurisdiction: XC,0.018917915107807,0.7162,T2_five_day,review,train,0,cash-intensive business type,30-day largest transaction,90-day out-of-hours transaction count,share of 30-day credits arriving as cash
R004-1617-22,R004,1617,22,2025-09-23,14599.31,1.0,wire activity with high-risk jurisdiction: XC,0.0233481369117395,0.7331,T2_five_day,review,train,0,cash-intensive business type,30-day largest transaction,90-day out-of-hours transaction count,share of 30-day credits arriving as cash
R004-1617-48,R004,1617,48,2025-10-19,15078.79,1.0,wire activity with high-risk jurisdiction: XC,0.0027916345818003,0.5329,T3_thirty_day,review,train,0,cash-intensive business type,30-day largest transaction,90-day out-of-hours transaction count,share of 30-day credits arriving as cash
R004-1617-97,R004,1617,97,2025-12-07,6856.39,1.0,wire activity with high-risk jurisdiction: XC,0.0091281359402685,0.6484,T2_five_day,review,train,0,cash-intensive business type,30-day largest transaction,onboarding channel branch,share of 30-day credits arriving as cash
R004-1617-106,R004,1617,106,2025-12-16,17245.23,1.0,wire activity with high-risk jurisdiction: XC,0.0165071182559637,0.7043,T2_five_day,review,train,0,cash-intensive business type,30-day largest transaction,onboarding channel branch,share of 30-day credits arriving as cash
R004-1617-140,R004,1617,140,2026-01-19,16609.51,1.0,wire activity with high-risk jurisdiction: XC,0.0105933243356119,0.6621,T2_five_day,review,valid,0,cash-intensive business type,30-day largest transaction,share of activity outside banking hours,share of 30-day credits arriving as cash
R004-1617-154,R004,1617,154,2026-02-02,15459.3,1.0,wire activity with high-risk jurisdiction: XC,0.0126844804048742,0.6796,T2_five_day,review,holdout,0,cash-intensive business type,30-day largest transaction,onboarding channel branch,kyc risk rating low
R004-1626-1,R004,1626,1,2025-09-02,11705.11,1.0,wire activity with high-risk jurisdiction: XA,1.7237139982824845e-06,0.0488,T3_thirty_day,deferred,train,0,cash-intensive business type,30-day largest transaction,90-day out-of-hours transaction count,share of 30-day credits arriving as cash
R004-1626-2,R004,1626,2,2025-09-03,7549.31,1.0,wire activity with high-risk jurisdiction: XA,2.573521598550296e-07,0.0211,T3_thirty_day,deferred,train,0,cash-intensive business type,30-day largest transaction,90-day out-of-hours transaction count,share of 30-day credits arriving as cash
R004-1626-43,R004,1626,43,2025-10-14,11972.91,1.0,wire activity with high-risk jurisdiction: XA,0.0001156225634596,0.2369,T3_thirty_day,review,train,0,cash-intensive business type,30-day largest transaction,home province ON,share of 30-day credits arriving as cash
R004-1626-62,R004,1626,62,2025-11-02,14750.31,1.0,wire activity with high-risk jurisdiction: XA,7.330969784667515e-05,0.2029,T3_thirty_day,review,train,0,cash-intensive business type,30-day largest transaction,home province ON,share of 30-day credits arriving as cash
R004-1626-114,R004,1626,114,2025-12-24,17618.75,1.0,wire activity with high-risk jurisdiction: XA,0.0001496373533589,0.2564,T3_thirty_day,review,train,0,cash-intensive business type,30-day largest transaction,home province ON,occupation or business type healthcare worker
R004-1626-141,R004,1626,141,2026-01-20,12720.25,1.0,wire activity with high-risk jurisdiction: XA,1.0096418716127408e-05,0.0983,T3_thirty_day,deferred,valid,0,cash-intensive business type,30-day largest transaction,home province ON,share of 30-day credits arriving as cash
R004-1626-164,R004,1626,164,2026-02-12,19464.6,1.0,wire activity with high-risk jurisdiction: XA,0.0026426234782274,0.5275,T3_thirty_day,review,holdout,0,cash-intensive business type,30-day largest transaction,home province ON,occupation or business type healthcare worker
R004-1629-7,R004,1629,7,2025-09-08,21861.97,1.0,wire activity with high-risk jurisdiction: XC,0.0047434784304599,0.5851,T3_thirty_day,review,train,0,cash-intensive business type,30-day largest transaction,90-day out-of-hours transaction count,share of 30-day credits arriving as cash
R004-1629-9,R004,1629,9,2025-09-10,8291.57,1.0,wire activity with high-risk jurisdiction: XC,0.0023186628527521,0.5144,T3_thirty_day,review,train,0,cash-intensive business type,30-day largest transaction,90-day out-of-hours transaction count,share of 30-day credits arriving as cash
R004-1629-17,R004,1629,17,2025-09-18,15339.74,1.0,wire activity with high-risk jurisdiction: XC,0.0121088271242374,0.6749,T2_five_day,review,train,0,cash-intensive business type,30-day largest transaction,90-day out-of-hours transaction count,share of 30-day credits arriving as cash
R004-1629-51,R004,1629,51,2025-10-22,7633.99,1.0,wire activity with high-risk jurisdiction: XC,0.0077712763057527,0.634,T2_five_day,review,train,0,cash-intensive business type,30-day largest transaction,onboarding channel branch,kyc risk rating low
R004-1629-61,R004,1629,61,2025-11-01,11562.53,1.0,wire activity with high-risk jurisdiction: XC,0.0115706160144339,0.6702,T2_five_day,review,train,0,cash-intensive business type,30-day largest transaction,onboarding channel branch,kyc risk rating low
R004-1629-114,R004,1629,114,2025-12-24,8579.15,1.0,wire activity with high-risk jurisdiction: XC,0.0232306959882752,0.7328,T2_five_day,review,train,0,cash-intensive business type,30-day largest transaction,onboarding channel branch,kyc risk rating low
R004-1629-116,R004,1629,116,2025-12-26,9396.97,1.0,wire activity with high-risk jurisdiction: XC,0.0044325658068026,0.5783,T3_thirty_day,review,train,0,cash-intensive business type,30-day largest transaction,onboarding channel branch,7-day high-risk jurisdiction count
R004-1629-120,R004,1629,120,2025-12-30,12842.03,1.0,wire activity with high-risk jurisdiction: XC,0.0006767605972949,0.3879,T3_thirty_day,review,train,0,cash-intensive business type,30-day largest transaction,onboarding channel branch,7-day high-risk jurisdiction count
R004-1629-137,R004,1629,137,2026-01-16,17229.11,1.0,wire activity with high-risk jurisdiction: XC,0.0191159064667674,0.7172,T2_five_day,review,valid,0,cash-intensive business type,share of activity outside banking hours,30-day largest transaction,kyc risk rating low
R004-1629-144,R004,1629,144,2026-01-23,15854.9,1.0,wire activity with high-risk jurisdiction: XC,0.0002898357938462,0.3132,T3_thirty_day,review,valid,0,cash-intensive business type,30-day largest transaction,30-day value with high-risk jurisdictions,share of 30-day credits arriving as cash
R004-1629-159,R004,1629,159,2026-02-07,18132.89,1.0,wire activity with high-risk jurisdiction: XC,0.0005035909160727,0.3609,T3_thirty_day,review,holdout,0,cash-intensive business type,30-day largest transaction,onboarding channel branch,share of 30-day credits arriving as cash
R004-1644-23,R004,1644,23,2025-09-24,29211.69,1.0,wire activity with high-risk jurisdiction: XC,0.6418158800085604,0.9317,T1_same_day,review,train,0,cash-intensive business type,occupation or business type import export,30-day largest transaction,share of 30-day credits arriving as cash
R004-1645-114,R004,1645,114,2025-12-24,38591.9,1.0,wire activity with high-risk jurisdiction: XD,0.7550317728611191,0.9391,T1_same_day,review,train,0,cash-intensive business type,home province ON,occupation or business type student,kyc risk rating low
R004-1665-5,R004,1665,5,2025-09-06,11682.37,1.0,wire activity with high-risk jurisdiction: XD,2.305256787571963e-05,0.1348,T3_thirty_day,deferred,train,0,cash-intensive business type,30-day largest transaction,90-day out-of-hours transaction count,share of 30-day credits arriving as cash
R004-1665-67,R004,1665,67,2025-11-07,28628.89,2.0,wire activity with high-risk jurisdiction: XD,0.0005139248977776,0.3629,T3_thirty_day,review,train,0,cash-intensive business type,30-day largest transaction,home province BC,share of 30-day credits arriving as cash
R004-1665-87,R004,1665,87,2025-11-27,13073.39,1.0,wire activity with high-risk jurisdiction: XD,0.0003374713627114,0.3259,T3_thirty_day,review,train,0,cash-intensive business type,30-day largest transaction,home province BC,share of 30-day credits arriving as cash
R004-1665-89,R004,1665,89,2025-11-29,15547.74,1.0,wire activity with high-risk jurisdiction: XD,0.0002739640544094,0.3072,T3_thirty_day,review,train,0,cash-intensive business type,30-day largest transaction,home province BC,share of 30-day credits arriving as cash
R004-1665-109,R004,1665,109,2025-12-19,23323.93,2.0,wire activity with high-risk jurisdiction: XD,4.198734594752927e-05,0.1685,T3_thirty_day,review,train,0,cash-intensive business type,30-day largest transaction,home province BC,share of 30-day credits arriving as cash
R004-1665-113,R004,1665,113,2025-12-23,10965.48,1.0,wire activity with high-risk jurisdiction: XD,1.5834073446796078e-07,0.0168,T3_thirty_day,deferred,train,0,cash-intensive business type,30-day value with high-risk jurisdictions,home province BC,proportion of 30-day inflow retained
R004-1665-123,R004,1665,123,2026-01-02,16022.61,1.0,wire activity with high-risk jurisdiction: XD,3.081480083433856e-06,0.0621,T3_thirty_day,deferred,valid,0,cash-intensive business type,30-day largest transaction,home province BC,proportion of 30-day inflow retained
R004-1665-129,R004,1665,129,2026-01-08,21584.81,1.0,wire activity with high-risk jurisdiction: XD,4.434931015606965e-07,0.0274,T3_thirty_day,deferred,valid,0,cash-intensive business type,30-day value with high-risk jurisdictions,home province BC,proportion of 30-day inflow retained
R004-1665-135,R004,1665,135,2026-01-14,18987.87,1.0,wire activity with high-risk jurisdiction: XD,0.0005464127423078,0.3679,T3_thirty_day,review,valid,0,30-day value with high-risk jurisdictions,cash-intensive business type,home province BC,30-day high-risk jurisdiction count
R004-1665-143,R004,1665,143,2026-01-22,21548.82,1.0,wire activity with high-risk jurisdiction: XD,0.0039247081318173,0.5653,T3_thirty_day,review,valid,0,cash-intensive business type,30-day value with high-risk jurisdictions,home province BC,share of 30-day credits arriving as cash
R004-1665-147,R004,1665,147,2026-01-26,16794.26,1.0,wire activity with high-risk jurisdiction: XD,0.0043669529999813,0.5768,T3_thirty_day,review,valid,0,30-day value with high-risk jurisdictions,cash-intensive business type,home province BC,share of 30-day credits arriving as cash
R004-1665-155,R004,1665,155,2026-02-03,17266.6,1.0,wire activity with high-risk jurisdiction: XD,0.0070290936987975,0.6243,T2_five_day,review,holdout,0,30-day value with high-risk jurisdictions,cash-intensive business type,90-day debit value,share of 30-day credits arriving as cash
R004-1665-164,R004,1665,164,2026-02-12,16295.76,1.0,wire activity with high-risk jurisdiction: XD,0.0012399764995888,0.4493,T3_thirty_day,review,holdout,0,30-day value with high-risk jurisdictions,cash-intensive business type,90-day debit value,share of 30-day credits arriving as cash
R004-1668-6,R004,1668,6,2025-09-07,18026.88,1.0,wire activity with high-risk jurisdiction: XA,0.000766994564566,0.4001,T3_thirty_day,review,train,0,share of 30-day credits arriving as cash,30-day largest transaction,home province ON,cash-intensive business type
R004-1668-7,R004,1668,7,2025-09-08,21363.99,1.0,wire activity with high-risk jurisdiction: XA,0.0044938455701504,0.5798,T3_thirty_day,review,train,0,share of 30-day credits arriving as cash,home province ON,30-day largest transaction,cash-intensive business type
R004-1668-8,R004,1668,8,2025-09-09,7255.39,1.0,wire activity with high-risk jurisdiction: XA,0.0006267919622833,0.381,T3_thirty_day,review,train,0,share of 30-day credits arriving as cash,7-day value with high-risk jurisdictions,home province ON,cash-intensive business type
R004-1668-16,R004,1668,16,2025-09-17,6648.13,1.0,wire activity with high-risk jurisdiction: XA,0.0007184781466733,0.3935,T3_thirty_day,review,train,0,share of 30-day credits arriving as cash,home province ON,30-day value with high-risk jurisdictions,cash-intensive business type
R004-1668-31,R004,1668,31,2025-10-02,20233.76,1.0,wire activity with high-risk jurisdiction: XA,0.0023338488082269,0.515,T3_thirty_day,review,train,0,share of 30-day credits arriving as cash,30-day cash credit volume,30-day value with high-risk jurisdictions,cash-intensive business type
R004-1668-37,R004,1668,37,2025-10-08,18244.51,2.0,wire activity with high-risk jurisdiction: XA,2.3293411105543883e-05,0.1356,T3_thirty_day,deferred,train,0,share of 30-day credits arriving as cash,30-day cash credit count,30-day cash credit volume,cash-intensive business type
R004-1668-46,R004,1668,46,2025-10-17,5627.74,1.0,wire activity with high-risk jurisdiction: XA,0.000230931364397,0.2922,T3_thirty_day,review,train,0,share of 30-day credits arriving as cash,30-day cash credit volume,30-day cash credit count,cash-intensive business type
R004-1668-79,R004,1668,79,2025-11-19,18859.91,1.0,wire activity with high-risk jurisdiction: XA,0.0019097250573692,0.4944,T3_thirty_day,review,train,0,share of 30-day credits arriving as cash,90-day debit value,30-day cash credit volume,cash-intensive business type
R004-1668-85,R004,1668,85,2025-11-25,6183.22,1.0,wire activity with high-risk jurisdiction: XA,0.0002253825550458,0.2903,T3_thirty_day,review,train,0,90-day debit value,30-day cash credit volume,90-day total value,cash-intensive business type
R004-1668-92,R004,1668,92,2025-12-02,8170.08,1.0,wire activity with high-risk jurisdiction: XA,0.0014525363619888,0.4657,T3_thirty_day,review,train,0,90-day debit value,90-day total value,30-day cash credit volume,cash-intensive business type
R004-1668-120,R004,1668,120,2025-12-30,17326.64,1.0,wire activity with high-risk jurisdiction: XA,0.001253709969993,0.4506,T3_thirty_day,review,train,0,share of 30-day credits arriving as cash,90-day total value,90-day transaction count,cash-intensive business type
R004-1668-121,R004,1668,121,2025-12-31,14481.44,1.0,wire activity with high-risk jurisdiction: XA,0.0002202918318135,0.2887,T3_thirty_day,review,valid,0,share of 30-day credits arriving as cash,90-day total value,90-day transaction count,cash-intensive business type
R004-1668-124,R004,1668,124,2026-01-03,17791.13,1.0,wire activity with high-risk jurisdiction: XA,0.0001310486709447,0.2467,T3_thirty_day,review,valid,0,share of 30-day credits arriving as cash,90-day total value,90-day transaction count,cash-intensive business type
R004-1668-157,R004,1668,157,2026-02-05,6503.77,1.0,wire activity with high-risk jurisdiction: XA,0.005796463549981,0.6055,T2_five_day,review,holdout,0,30-day cash credit volume,share of 30-day credits arriving as cash,30-day cash credit count,cash-intensive business type
R004-1670-1,R004,1670,1,2025-09-02,11750.65,1.0,wire activity with high-risk jurisdiction: XA,4.834300388325528e-06,0.0737,T3_thirty_day,deferred,train,0,cash-intensive business type,30-day largest transaction,90-day out-of-hours transaction count,home province MB
R004-1670-8,R004,1670,8,2025-09-09,6458.31,1.0,wire activity with high-risk jurisdiction: XA,2.2863350028885432e-06,0.0554,T3_thirty_day,deferred,train,0,cash-intensive business type,30-day largest transaction,90-day out-of-hours transaction count,home province MB
R004-1670-59,R004,1670,59,2025-10-30,9868.88,1.0,wire activity with high-risk jurisdiction: XA,0.0003254239074437,0.3228,T3_thirty_day,review,train,0,cash-intensive business type,30-day largest transaction,occupation or business type student,home province MB
R004-1670-76,R004,1670,76,2025-11-16,5509.32,1.0,wire activity with high-risk jurisdiction: XA,4.232448806827244e-06,0.0697,T3_thirty_day,deferred,train,0,cash-intensive business type,30-day largest transaction,occupation or business type student,home province MB
R004-1670-88,R004,1670,88,2025-11-28,21224.98,1.0,wire activity with high-risk jurisdiction: XA,0.0003357981443767,0.3252,T3_thirty_day,review,train,0,cash-intensive business type,30-day largest transaction,occupation or business type student,home province MB
R004-1670-115,R004,1670,115,2025-12-25,14019.08,1.0,wire activity with high-risk jurisdiction: XA,6.330386431264623e-05,0.1936,T3_thirty_day,review,train,0,cash-intensive business type,30-day largest transaction,occupation or business type student,home province MB
R004-1670-120,R004,1670,120,2025-12-30,6357.56,1.0,wire activity with high-risk jurisdiction: XA,2.016740705508278e-05,0.1275,T3_thirty_day,deferred,train,0,cash-intensive business type,30-day largest transaction,occupation or business type student,home province MB
R004-1670-132,R004,1670,132,2026-01-11,17068.48,1.0,wire activity with high-risk jurisdiction: XA,0.0001165645844836,0.2377,T3_thirty_day,review,valid,0,cash-intensive business type,30-day largest transaction,occupation or business type student,home province MB
R004-1670-136,R004,1670,136,2026-01-15,5122.71,1.0,wire activity with high-risk jurisdiction: XA,1.070654463598585e-05,0.1004,T3_thirty_day,deferred,valid,0,cash-intensive business type,30-day largest transaction,occupation or business type student,home province MB
R004-1670-175,R004,1670,175,2026-02-23,16486.35,1.0,wire activity with high-risk jurisdiction: XA,0.0013895841889344,0.4609,T3_thirty_day,review,holdout,0,cash-intensive business type,30-day largest transaction,occupation or business type student,home province MB
R004-1671-17,R004,1671,17,2025-09-18,17308.77,1.0,wire activity with high-risk jurisdiction: XA,0.0006113415564554,0.3781,T3_thirty_day,review,train,0,cash-intensive business type,30-day largest transaction,90-day out-of-hours transaction count,share of 30-day credits arriving as cash
R004-1671-25,R004,1671,25,2025-09-26,18051.89,1.0,wire activity with high-risk jurisdiction: XA,0.000119240203138,0.2395,T3_thirty_day,review,train,0,cash-intensive business type,30-day largest transaction,90-day out-of-hours transaction count,share of 30-day credits arriving as cash
R004-1671-47,R004,1671,47,2025-10-18,8287.1,1.0,wire activity with high-risk jurisdiction: XA,1.994074676536538e-05,0.1266,T3_thirty_day,deferred,train,0,cash-intensive business type,30-day largest transaction,90-day out-of-hours transaction count,share of 30-day credits arriving as cash
R004-1671-85,R004,1671,85,2025-11-25,8845.81,1.0,wire activity with high-risk jurisdiction: XA,0.0005822322141166,0.3741,T3_thirty_day,review,train,0,cash-intensive business type,30-day largest transaction,onboarding channel branch,occupation or business type healthcare worker
R004-1671-136,R004,1671,136,2026-01-15,11741.86,1.0,wire activity with high-risk jurisdiction: XA,5.009211140607297e-05,0.1788,T3_thirty_day,review,valid,0,cash-intensive business type,30-day largest transaction,onboarding channel branch,share of 30-day credits arriving as cash
R004-1671-163,R004,1671,163,2026-02-11,6406.89,1.0,wire activity with high-risk jurisdiction: XA,0.0038956043279261,0.5644,T3_thirty_day,review,holdout,0,cash-intensive business type,share of 30-day credits arriving as cash,30-day largest transaction,occupation or business type healthcare worker
R004-1671-171,R004,1671,171,2026-02-19,10286.24,1.0,wire activity with high-risk jurisdiction: XA,0.0023698051802494,0.5164,T3_thirty_day,review,holdout,0,cash-intensive business type,30-day largest transaction,share of 30-day credits arriving as cash,occupation or business type healthcare worker
R004-1671-172,R004,1671,172,2026-02-20,17245.69,1.0,wire activity with high-risk jurisdiction: XA,0.0010371942960001,0.4318,T3_thirty_day,review,holdout,0,cash-intensive business type,30-day largest transaction,share of 30-day credits arriving as cash,occupation or business type healthcare worker
R004-1682-22,R004,1682,22,2025-09-23,16332.1,1.0,wire activity with high-risk jurisdiction: XD,0.1172685642688242,0.8448,T2_five_day,review,train,0,cash-intensive business type,30-day largest transaction,share of 30-day credits arriving as cash,kyc risk rating low
R004-1682-32,R004,1682,32,2025-10-03,16531.54,1.0,wire activity with high-risk jurisdiction: XD,0.1557529258905224,0.8602,T2_five_day,review,train,0,cash-intensive business type,30-day largest transaction,90-day out-of-hours transaction count,kyc risk rating low
