customer_key,customer_id,customer_segment,occupation_or_business_type,is_cash_intensive_business,tenure_months,tenure_band,kyc_risk_rating,is_pep,declared_annual_income_cad,home_province,onboarding_channel
1940,C001940,personal,student,0,86,84m+,low,0,20300.0,AB,online
1941,C001941,personal,public_sector,0,154,84m+,low,0,66600.0,ON,online
1942,C001942,personal,salaried_employee,0,36,36-83m,low,0,61600.0,AB,branch
1943,C001943,personal,tradesperson,0,15,12-35m,low,0,47500.0,ON,branch
1944,C001944,personal,healthcare_worker,0,43,36-83m,low,0,44600.0,QC,branch
1945,C001945,personal,student,0,42,36-83m,medium,0,56900.0,ON,branch
1946,C001946,personal,healthcare_worker,0,34,12-35m,low,0,61100.0,QC,mobile
1947,C001947,business,logistics,0,62,36-83m,low,0,1062700.0,AB,online
1948,C001948,personal,retired,0,109,84m+,low,0,34200.0,MB,branch
1949,C001949,personal,salaried_employee,0,21,12-35m,medium,0,70700.0,ON,branch
1950,C001950,business,convenience_retail,1,90,84m+,low,0,323000.0,QC,broker
1951,C001951,personal,retired,0,13,12-35m,low,0,40100.0,AB,branch
1952,C001952,personal,salaried_employee,0,82,36-83m,low,0,56300.0,ON,online
1953,C001953,personal,public_sector,0,23,12-35m,low,0,95000.0,ON,mobile
1954,C001954,business,restaurant,1,22,12-35m,medium,0,186100.0,AB,mobile
1955,C001955,personal,healthcare_worker,0,55,36-83m,low,0,53000.0,ON,mobile
1956,C001956,personal,salaried_employee,0,29,12-35m,low,0,27600.0,ON,mobile
1957,C001957,personal,public_sector,0,74,36-83m,low,0,82100.0,QC,online
1958,C001958,personal,student,0,39,36-83m,low,0,51300.0,QC,branch
1959,C001959,personal,retired,0,39,36-83m,low,0,37300.0,BC,branch
1960,C001960,personal,retired,0,32,12-35m,low,0,52500.0,QC,branch
1961,C001961,personal,retired,0,65,36-83m,low,0,44800.0,QC,mobile
1962,C001962,business,construction,0,57,36-83m,medium,0,474800.0,ON,branch
1963,C001963,personal,salaried_employee,0,56,36-83m,low,0,144300.0,AB,mobile
1964,C001964,business,logistics,0,50,36-83m,low,0,258200.0,ON,online
1965,C001965,personal,self_employed,0,17,12-35m,low,0,41700.0,BC,branch
1966,C001966,business,salon,1,115,84m+,low,0,519800.0,SK,branch
1967,C001967,personal,public_sector,0,48,36-83m,low,0,33400.0,BC,branch
1968,C001968,personal,salaried_employee,0,36,36-83m,low,0,84100.0,ON,online
1969,C001969,personal,student,0,103,84m+,medium,0,105800.0,BC,branch
1970,C001970,personal,retired,0,62,36-83m,low,0,45000.0,ON,online
1971,C001971,business,auto_dealer,1,27,12-35m,low,0,1014700.0,BC,online
1972,C001972,business,import_export,0,77,36-83m,medium,0,171000.0,BC,branch
1973,C001973,personal,healthcare_worker,0,58,36-83m,low,0,33000.0,QC,branch
1974,C001974,business,construction,0,46,36-83m,low,0,1389500.0,ON,online
1975,C001975,personal,public_sector,0,46,36-83m,low,0,182200.0,SK,online
1976,C001976,personal,retired,0,58,36-83m,high,0,37100.0,ON,online
1977,C001977,personal,retired,0,153,84m+,low,0,52200.0,QC,branch
1978,C001978,personal,student,0,17,12-35m,low,0,121700.0,ON,mobile
1979,C001979,personal,student,0,42,36-83m,low,0,124800.0,QC,mobile
1980,C001980,personal,student,0,146,84m+,medium,0,91800.0,QC,branch
1981,C001981,personal,retired,0,62,36-83m,low,0,65700.0,AB,mobile
1982,C001982,personal,student,0,94,84m+,low,0,37000.0,BC,online
1983,C001983,personal,salaried_employee,0,42,36-83m,low,0,76900.0,ON,online
1984,C001984,personal,healthcare_worker,0,6,00-11m,low,0,21100.0,AB,branch
1985,C001985,personal,self_employed,0,69,36-83m,medium,0,85700.0,QC,mobile
1986,C001986,personal,retired,0,32,12-35m,low,0,214000.0,QC,online
1987,C001987,personal,retired,0,16,12-35m,low,0,33900.0,MB,mobile
1988,C001988,business,auto_dealer,1,57,36-83m,low,0,159900.0,ON,mobile
1989,C001989,personal,healthcare_worker,0,77,36-83m,low,0,25700.0,ON,branch
1990,C001990,business,import_export,0,29,12-35m,medium,0,352000.0,QC,broker
1991,C001991,personal,tradesperson,0,68,36-83m,low,0,40500.0,QC,online
1992,C001992,business,restaurant,1,21,12-35m,low,0,86800.0,ON,mobile
1993,C001993,personal,retired,0,19,12-35m,medium,0,45500.0,ON,online
1994,C001994,business,restaurant,1,83,36-83m,low,0,174500.0,BC,mobile
1995,C001995,personal,tradesperson,0,107,84m+,low,0,21200.0,QC,online
1996,C001996,personal,salaried_employee,0,39,36-83m,low,0,67500.0,BC,branch
1997,C001997,personal,retired,0,69,36-83m,low,0,131100.0,ON,online
1998,C001998,personal,retired,0,4,00-11m,low,0,68500.0,QC,online
1999,C001999,business,import_export,0,50,36-83m,medium,0,1299800.0,BC,mobile
2000,C002000,personal,salaried_employee,0,25,12-35m,medium,0,98100.0,MB,mobile
2001,C002001,personal,public_sector,0,29,12-35m,low,0,22000.0,QC,online
2002,C002002,personal,healthcare_worker,0,26,12-35m,low,0,15300.0,QC,branch
2003,C002003,business,consulting,0,21,12-35m,high,0,151500.0,QC,mobile
2004,C002004,personal,tradesperson,0,15,12-35m,low,0,35600.0,QC,branch
2005,C002005,personal,student,0,31,12-35m,low,0,48300.0,QC,online
2006,C002006,personal,student,0,15,12-35m,medium,0,165100.0,QC,online
2007,C002007,personal,student,0,34,12-35m,low,0,91100.0,ON,mobile
2008,C002008,personal,student,0,129,84m+,low,0,16000.0,ON,mobile
2009,C002009,personal,student,0,7,00-11m,low,0,51500.0,ON,branch
2010,C002010,personal,public_sector,0,25,12-35m,low,0,64600.0,ON,mobile
2011,C002011,personal,healthcare_worker,0,33,12-35m,low,0,74700.0,ON,branch
2012,C002012,personal,public_sector,0,46,36-83m,low,0,27500.0,AB,mobile
2013,C002013,business,consulting,0,128,84m+,low,0,70600.0,ON,branch
2014,C002014,business,salon,1,7,00-11m,low,0,2565200.0,AB,branch
2015,C002015,personal,salaried_employee,0,30,12-35m,low,0,111800.0,QC,online
2016,C002016,personal,healthcare_worker,0,98,84m+,low,0,56900.0,QC,branch
2017,C002017,personal,retired,0,66,36-83m,low,0,65800.0,ON,online
2018,C002018,personal,public_sector,0,21,12-35m,low,0,53900.0,QC,online
2019,C002019,personal,student,0,72,36-83m,low,0,32000.0,AB,branch
2020,C002020,personal,self_employed,0,27,12-35m,high,0,82200.0,ON,mobile
2021,C002021,personal,public_sector,0,30,12-35m,low,0,35900.0,BC,branch
2022,C002022,personal,salaried_employee,0,41,36-83m,low,0,63500.0,ON,mobile
2023,C002023,business,import_export,0,32,12-35m,medium,0,221900.0,SK,online
2024,C002024,personal,retired,0,123,84m+,low,0,91500.0,QC,mobile
2025,C002025,business,construction,0,73,36-83m,low,0,405600.0,QC,branch
2026,C002026,personal,tradesperson,0,38,36-83m,low,0,110600.0,QC,online
2027,C002027,personal,self_employed,0,208,84m+,medium,0,40100.0,QC,branch
2028,C002028,personal,retired,0,33,12-35m,low,0,62100.0,BC,online
2029,C002029,personal,public_sector,0,60,36-83m,low,0,70900.0,ON,branch
2030,C002030,personal,retired,0,44,36-83m,medium,0,110200.0,QC,online
2031,C002031,personal,retired,0,12,12-35m,low,0,24700.0,QC,mobile
2032,C002032,personal,salaried_employee,0,64,36-83m,medium,0,44800.0,QC,branch
2033,C002033,personal,self_employed,0,50,36-83m,medium,0,68700.0,QC,mobile
2034,C002034,personal,self_employed,0,106,84m+,low,0,118600.0,ON,branch
2035,C002035,personal,healthcare_worker,0,16,12-35m,low,0,56000.0,AB,mobile
2036,C002036,business,construction,0,102,84m+,low,0,567700.0,AB,mobile
2037,C002037,personal,public_sector,0,34,12-35m,low,0,31000.0,AB,online
2038,C002038,personal,student,0,25,12-35m,medium,0,53900.0,NS,branch
2039,C002039,personal,self_employed,0,4,00-11m,medium,0,66000.0,QC,mobile
2040,C002040,personal,public_sector,0,18,12-35m,low,0,82700.0,ON,online
2041,C002041,personal,salaried_employee,0,33,12-35m,low,0,46500.0,BC,branch
2042,C002042,personal,self_employed,0,31,12-35m,low,0,125700.0,ON,branch
2043,C002043,personal,salaried_employee,0,83,36-83m,low,0,100200.0,QC,branch
2044,C002044,personal,tradesperson,0,39,36-83m,low,0,73000.0,QC,broker
2045,C002045,personal,public_sector,0,38,36-83m,medium,0,208900.0,MB,online
2046,C002046,personal,tradesperson,0,84,84m+,low,0,91400.0,QC,branch
2047,C002047,personal,salaried_employee,0,47,36-83m,low,0,53100.0,BC,online
2048,C002048,business,auto_dealer,1,125,84m+,low,0,1060200.0,MB,branch
2049,C002049,personal,self_employed,0,20,12-35m,low,0,59600.0,MB,online
2050,C002050,personal,public_sector,0,41,36-83m,low,0,63300.0,BC,branch
2051,C002051,personal,retired,0,81,36-83m,low,0,82300.0,AB,branch
2052,C002052,business,restaurant,1,23,12-35m,low,0,1371900.0,ON,branch
2053,C002053,business,salon,1,111,84m+,low,0,268700.0,ON,branch
2054,C002054,business,import_export,0,40,36-83m,low,0,340600.0,ON,branch
2055,C002055,personal,public_sector,0,28,12-35m,low,0,42100.0,QC,mobile
2056,C002056,personal,self_employed,0,86,84m+,low,1,28200.0,ON,branch
2057,C002057,business,import_export,0,46,36-83m,high,0,81500.0,ON,online
2058,C002058,business,salon,1,108,84m+,medium,0,354200.0,BC,online
2059,C002059,personal,self_employed,0,19,12-35m,low,0,35000.0,AB,mobile
2060,C002060,personal,healthcare_worker,0,11,00-11m,low,0,55500.0,QC,online
2061,C002061,personal,public_sector,0,64,36-83m,low,0,49700.0,AB,branch
2062,C002062,business,auto_dealer,1,72,36-83m,low,0,38500.0,AB,online
2063,C002063,personal,student,0,13,12-35m,low,0,50000.0,BC,branch
2064,C002064,personal,healthcare_worker,0,43,36-83m,high,0,68900.0,ON,branch
2065,C002065,personal,self_employed,0,13,12-35m,low,0,61000.0,ON,online
2066,C002066,business,money_services,0,17,12-35m,high,0,386200.0,ON,broker
2067,C002067,personal,tradesperson,0,49,36-83m,low,0,29500.0,BC,mobile
2068,C002068,personal,student,0,42,36-83m,low,0,39400.0,ON,branch
2069,C002069,personal,student,0,65,36-83m,low,0,236000.0,BC,online
2070,C002070,personal,tradesperson,0,75,36-83m,low,0,85600.0,BC,broker
2071,C002071,personal,salaried_employee,0,21,12-35m,low,0,111600.0,ON,branch
2072,C002072,personal,student,0,43,36-83m,low,0,63300.0,BC,broker
2073,C002073,personal,tradesperson,0,66,36-83m,low,0,37000.0,ON,branch
2074,C002074,personal,tradesperson,0,59,36-83m,low,0,104000.0,QC,branch
2075,C002075,business,import_export,0,81,36-83m,low,0,304100.0,ON,branch
2076,C002076,personal,healthcare_worker,0,167,84m+,low,0,19300.0,ON,mobile
2077,C002077,personal,public_sector,0,119,84m+,low,0,90200.0,QC,branch
2078,C002078,personal,public_sector,0,7,00-11m,low,0,96900.0,ON,online
2079,C002079,personal,healthcare_worker,0,72,36-83m,low,0,133800.0,ON,online
2080,C002080,personal,tradesperson,0,102,84m+,medium,0,47600.0,QC,online
2081,C002081,business,restaurant,1,112,84m+,low,0,388400.0,ON,online
2082,C002082,personal,healthcare_worker,0,82,36-83m,high,0,41700.0,QC,mobile
2083,C002083,personal,public_sector,0,82,36-83m,low,0,77700.0,ON,branch
2084,C002084,personal,public_sector,0,45,36-83m,medium,0,32900.0,QC,branch
2085,C002085,personal,student,0,34,12-35m,low,0,48000.0,ON,online
2086,C002086,business,convenience_retail,1,44,36-83m,low,0,320000.0,ON,online
2087,C002087,personal,salaried_employee,0,145,84m+,low,0,41500.0,AB,online
2088,C002088,personal,public_sector,0,17,12-35m,medium,0,81000.0,ON,online
2089,C002089,personal,public_sector,0,22,12-35m,high,0,36500.0,QC,branch
2090,C002090,personal,retired,0,7,00-11m,low,0,51900.0,AB,mobile
2091,C002091,personal,salaried_employee,0,6,00-11m,low,0,89900.0,ON,branch
2092,C002092,business,construction,0,9,00-11m,low,0,389500.0,ON,mobile
2093,C002093,personal,self_employed,0,62,36-83m,medium,0,34400.0,AB,online
2094,C002094,personal,tradesperson,0,98,84m+,low,0,52500.0,NS,branch
2095,C002095,personal,tradesperson,0,114,84m+,low,0,80900.0,ON,branch
2096,C002096,business,logistics,0,46,36-83m,low,0,124500.0,QC,online
2097,C002097,personal,healthcare_worker,0,22,12-35m,low,0,38700.0,AB,branch
2098,C002098,business,construction,0,46,36-83m,low,0,312400.0,BC,online
2099,C002099,business,consulting,0,91,84m+,medium,0,88800.0,AB,branch
2100,C002100,personal,salaried_employee,0,52,36-83m,low,0,29100.0,ON,mobile
2101,C002101,personal,healthcare_worker,0,120,84m+,low,0,68000.0,QC,branch
2102,C002102,personal,salaried_employee,0,12,12-35m,medium,0,52000.0,QC,mobile
2103,C002103,personal,student,0,101,84m+,low,0,60300.0,BC,online
2104,C002104,personal,student,0,52,36-83m,high,0,74500.0,ON,branch
2105,C002105,personal,self_employed,0,70,36-83m,low,0,33300.0,BC,branch
2106,C002106,personal,salaried_employee,0,63,36-83m,low,0,82800.0,ON,branch
2107,C002107,personal,salaried_employee,0,153,84m+,low,0,79900.0,ON,online
2108,C002108,personal,retired,0,91,84m+,low,0,73300.0,NS,branch
2109,C002109,personal,salaried_employee,0,27,12-35m,medium,0,127800.0,NS,branch
2110,C002110,personal,retired,0,33,12-35m,low,0,57100.0,BC,branch
2111,C002111,personal,tradesperson,0,10,00-11m,medium,0,188800.0,QC,mobile
2112,C002112,personal,healthcare_worker,0,26,12-35m,medium,0,51300.0,QC,branch
2113,C002113,personal,salaried_employee,0,91,84m+,medium,0,17200.0,QC,mobile
2114,C002114,business,auto_dealer,1,68,36-83m,low,0,222400.0,ON,mobile
2115,C002115,personal,healthcare_worker,0,33,12-35m,low,0,60000.0,ON,mobile
2116,C002116,business,salon,1,16,12-35m,low,0,302300.0,NS,branch
2117,C002117,business,salon,1,94,84m+,low,0,883800.0,SK,branch
2118,C002118,personal,healthcare_worker,0,89,84m+,low,0,84800.0,ON,mobile
2119,C002119,personal,self_employed,0,60,36-83m,low,0,55400.0,ON,online
2120,C002120,personal,student,0,30,12-35m,high,0,97300.0,ON,broker
2121,C002121,personal,salaried_employee,0,70,36-83m,low,0,91800.0,ON,online
2122,C002122,personal,student,0,21,12-35m,low,0,65200.0,ON,broker
2123,C002123,personal,salaried_employee,0,19,12-35m,low,0,60200.0,ON,branch
2124,C002124,personal,student,0,38,36-83m,medium,0,30700.0,QC,branch
2125,C002125,personal,public_sector,0,48,36-83m,medium,0,30000.0,ON,mobile
2126,C002126,personal,student,0,46,36-83m,high,0,66500.0,NS,online
2127,C002127,personal,healthcare_worker,0,112,84m+,low,0,111300.0,BC,mobile
2128,C002128,personal,tradesperson,0,45,36-83m,high,0,61300.0,ON,mobile
2129,C002129,business,consulting,0,63,36-83m,medium,0,96600.0,AB,branch
2130,C002130,personal,student,0,88,84m+,low,0,99500.0,ON,online
2131,C002131,personal,retired,0,127,84m+,low,0,32100.0,ON,online
2132,C002132,personal,retired,0,51,36-83m,low,0,47500.0,MB,online
2133,C002133,personal,salaried_employee,0,54,36-83m,high,0,44300.0,AB,mobile
2134,C002134,personal,retired,0,31,12-35m,low,0,49800.0,QC,branch
2135,C002135,personal,salaried_employee,0,106,84m+,low,0,155800.0,QC,online
2136,C002136,business,convenience_retail,1,54,36-83m,low,0,85700.0,ON,branch
2137,C002137,personal,healthcare_worker,0,55,36-83m,low,0,48000.0,AB,online
2138,C002138,business,construction,0,69,36-83m,low,0,640100.0,ON,branch
2139,C002139,personal,self_employed,0,132,84m+,low,0,117800.0,QC,branch
2140,C002140,business,logistics,0,203,84m+,low,0,452500.0,BC,branch
2141,C002141,business,restaurant,1,78,36-83m,low,0,194700.0,ON,branch
2142,C002142,personal,tradesperson,0,101,84m+,low,0,71800.0,BC,online
2143,C002143,personal,retired,0,137,84m+,low,0,101400.0,ON,mobile
2144,C002144,business,restaurant,1,55,36-83m,low,0,228300.0,ON,branch
2145,C002145,personal,self_employed,0,84,84m+,low,0,58400.0,QC,branch
2146,C002146,personal,healthcare_worker,0,152,84m+,low,0,24400.0,BC,branch
2147,C002147,business,logistics,0,12,12-35m,low,0,217100.0,ON,mobile
2148,C002148,business,consulting,0,33,12-35m,low,0,442300.0,ON,mobile
2149,C002149,personal,self_employed,0,138,84m+,low,0,46200.0,BC,online
2150,C002150,personal,student,0,46,36-83m,low,0,34300.0,QC,mobile
2151,C002151,personal,retired,0,109,84m+,medium,0,35600.0,MB,online
2152,C002152,personal,salaried_employee,0,46,36-83m,low,0,30400.0,AB,mobile
2153,C002153,personal,retired,0,23,12-35m,low,0,72700.0,ON,branch
2154,C002154,business,money_services,0,30,12-35m,low,0,1329100.0,ON,branch
2155,C002155,personal,healthcare_worker,0,68,36-83m,low,0,55500.0,SK,mobile
2156,C002156,personal,salaried_employee,0,50,36-83m,high,0,157800.0,QC,branch
2157,C002157,business,consulting,0,77,36-83m,low,0,547700.0,ON,broker
2158,C002158,personal,self_employed,0,19,12-35m,medium,0,90700.0,QC,branch
2159,C002159,personal,tradesperson,0,16,12-35m,low,0,39000.0,QC,branch
2160,C002160,personal,salaried_employee,0,77,36-83m,low,0,25700.0,QC,branch
2161,C002161,personal,healthcare_worker,0,10,00-11m,low,0,53900.0,AB,mobile
2162,C002162,personal,salaried_employee,0,88,84m+,low,0,60400.0,SK,online
2163,C002163,personal,public_sector,0,69,36-83m,low,0,108600.0,ON,online
2164,C002164,personal,public_sector,0,107,84m+,low,0,92800.0,NS,mobile
2165,C002165,personal,salaried_employee,0,61,36-83m,low,0,67500.0,ON,online
2166,C002166,business,salon,1,44,36-83m,high,0,1120500.0,QC,online
2167,C002167,personal,tradesperson,0,85,84m+,low,0,74500.0,ON,mobile
2168,C002168,business,logistics,0,11,00-11m,low,0,628700.0,QC,branch
2169,C002169,personal,student,0,37,36-83m,low,0,63200.0,ON,online
2170,C002170,personal,salaried_employee,0,22,12-35m,low,0,71600.0,ON,mobile
2171,C002171,personal,student,0,16,12-35m,low,0,57200.0,BC,mobile
2172,C002172,personal,student,0,53,36-83m,low,0,54400.0,QC,online
2173,C002173,personal,tradesperson,0,66,36-83m,low,0,104600.0,NS,broker
2174,C002174,personal,healthcare_worker,0,30,12-35m,low,0,48100.0,QC,branch
2175,C002175,personal,healthcare_worker,0,58,36-83m,medium,0,53000.0,ON,mobile
2176,C002176,personal,self_employed,0,40,36-83m,low,0,38400.0,QC,broker
2177,C002177,personal,tradesperson,0,40,36-83m,low,0,27700.0,ON,branch
2178,C002178,personal,retired,0,75,36-83m,low,0,105000.0,QC,broker
2179,C002179,personal,self_employed,0,19,12-35m,low,0,23900.0,BC,branch
2180,C002180,personal,retired,0,91,84m+,high,0,33200.0,ON,online
2181,C002181,personal,retired,0,80,36-83m,low,0,54200.0,MB,mobile
2182,C002182,personal,self_employed,0,64,36-83m,low,0,50100.0,ON,mobile
2183,C002183,business,construction,0,26,12-35m,medium,0,331500.0,BC,online
2184,C002184,personal,self_employed,0,102,84m+,low,0,34000.0,QC,branch
2185,C002185,personal,salaried_employee,0,22,12-35m,low,0,40700.0,BC,online
2186,C002186,personal,healthcare_worker,0,51,36-83m,low,0,50400.0,NS,branch
2187,C002187,personal,public_sector,0,30,12-35m,low,0,80700.0,QC,branch
2188,C002188,personal,student,0,53,36-83m,low,0,34500.0,QC,online
2189,C002189,personal,retired,0,79,36-83m,low,0,45800.0,MB,branch
2190,C002190,personal,salaried_employee,0,222,84m+,low,0,43200.0,QC,branch
2191,C002191,personal,healthcare_worker,0,32,12-35m,medium,0,32900.0,ON,branch
2192,C002192,personal,salaried_employee,0,56,36-83m,medium,0,70400.0,BC,mobile
2193,C002193,personal,student,0,24,12-35m,low,0,53000.0,NS,branch
2194,C002194,personal,tradesperson,0,78,36-83m,low,0,39600.0,ON,online
2195,C002195,personal,tradesperson,0,34,12-35m,low,0,34800.0,ON,online
2196,C002196,personal,student,0,77,36-83m,low,0,78800.0,ON,online
2197,C002197,business,construction,0,42,36-83m,medium,0,1444900.0,ON,online
2198,C002198,personal,student,0,52,36-83m,low,0,60000.0,ON,branch
2199,C002199,personal,retired,0,97,84m+,low,0,46500.0,SK,branch
2200,C002200,personal,tradesperson,0,23,12-35m,low,0,173000.0,ON,branch
2201,C002201,personal,healthcare_worker,0,154,84m+,low,0,82800.0,QC,broker
2202,C002202,business,auto_dealer,1,48,36-83m,low,0,1144900.0,ON,mobile
2203,C002203,personal,student,0,97,84m+,low,0,87200.0,MB,branch
2204,C002204,personal,public_sector,0,29,12-35m,low,0,41100.0,QC,branch
2205,C002205,personal,salaried_employee,0,44,36-83m,low,0,60300.0,ON,online
2206,C002206,personal,retired,0,101,84m+,low,0,75300.0,ON,online
2207,C002207,personal,student,0,49,36-83m,medium,0,42700.0,ON,online
2208,C002208,personal,public_sector,0,19,12-35m,low,0,66800.0,ON,mobile
2209,C002209,business,consulting,0,49,36-83m,low,0,419200.0,AB,branch
2210,C002210,personal,salaried_employee,0,33,12-35m,low,0,62000.0,SK,online
2211,C002211,business,salon,1,139,84m+,low,0,222400.0,QC,mobile
2212,C002212,personal,public_sector,0,40,36-83m,medium,0,70600.0,ON,mobile
2213,C002213,personal,student,0,41,36-83m,low,0,56700.0,ON,online
2214,C002214,personal,retired,0,82,36-83m,low,0,35200.0,MB,mobile
2215,C002215,personal,retired,0,44,36-83m,medium,0,49900.0,BC,online
2216,C002216,business,restaurant,1,35,12-35m,low,0,288500.0,ON,online
2217,C002217,business,import_export,0,129,84m+,low,0,98600.0,ON,branch
2218,C002218,business,construction,0,155,84m+,low,0,380600.0,ON,branch
2219,C002219,personal,student,0,13,12-35m,low,0,206500.0,ON,mobile
2220,C002220,personal,healthcare_worker,0,14,12-35m,medium,0,56500.0,ON,mobile
2221,C002221,business,money_services,0,13,12-35m,low,0,130800.0,QC,branch
2222,C002222,personal,retired,0,118,84m+,low,0,72600.0,BC,branch
2223,C002223,personal,healthcare_worker,0,3,00-11m,low,0,50100.0,QC,mobile
2224,C002224,personal,healthcare_worker,0,37,36-83m,high,0,53900.0,QC,broker
2225,C002225,personal,salaried_employee,0,95,84m+,medium,0,61400.0,QC,online
2226,C002226,personal,student,0,25,12-35m,low,0,60200.0,MB,mobile
2227,C002227,personal,public_sector,0,100,84m+,low,0,53500.0,QC,branch
2228,C002228,personal,salaried_employee,0,12,12-35m,low,0,68100.0,QC,online
2229,C002229,business,logistics,0,51,36-83m,medium,0,140500.0,ON,branch
2230,C002230,personal,student,0,36,36-83m,medium,0,77400.0,QC,branch
2231,C002231,personal,healthcare_worker,0,19,12-35m,low,0,58900.0,AB,branch
2232,C002232,personal,self_employed,0,66,36-83m,medium,0,53800.0,ON,mobile
2233,C002233,personal,student,0,29,12-35m,low,0,72900.0,AB,branch
2234,C002234,business,import_export,0,41,36-83m,medium,0,356000.0,QC,mobile
2235,C002235,business,salon,1,54,36-83m,medium,0,1579900.0,SK,online
2236,C002236,personal,student,0,4,00-11m,low,0,31300.0,ON,mobile
2237,C002237,personal,retired,0,63,36-83m,medium,0,57400.0,BC,online
2238,C002238,business,restaurant,1,6,00-11m,medium,0,178800.0,BC,branch
2239,C002239,business,import_export,0,96,84m+,medium,0,939200.0,AB,online
2240,C002240,personal,tradesperson,0,100,84m+,medium,0,48400.0,ON,online
2241,C002241,personal,retired,0,92,84m+,low,0,68900.0,BC,mobile
2242,C002242,personal,public_sector,0,61,36-83m,medium,0,52000.0,ON,branch
2243,C002243,business,consulting,0,179,84m+,low,0,531200.0,ON,online
2244,C002244,personal,tradesperson,0,117,84m+,low,0,104800.0,ON,mobile
2245,C002245,personal,student,0,84,84m+,low,0,36800.0,BC,mobile
2246,C002246,business,construction,0,98,84m+,low,0,137200.0,QC,branch
2247,C002247,business,construction,0,88,84m+,low,0,522100.0,QC,mobile
2248,C002248,personal,retired,0,189,84m+,medium,0,78000.0,QC,branch
2249,C002249,personal,self_employed,0,53,36-83m,low,0,42000.0,QC,online
2250,C002250,personal,public_sector,0,45,36-83m,low,0,93600.0,QC,online
2251,C002251,personal,salaried_employee,0,11,00-11m,low,1,20800.0,BC,branch
2252,C002252,personal,tradesperson,0,17,12-35m,low,0,37000.0,BC,online
2253,C002253,business,logistics,0,68,36-83m,low,0,431000.0,QC,online
2254,C002254,personal,healthcare_worker,0,59,36-83m,low,0,104600.0,AB,online
2255,C002255,personal,self_employed,0,45,36-83m,low,0,66300.0,ON,branch
2256,C002256,personal,salaried_employee,0,31,12-35m,low,0,34700.0,BC,branch
2257,C002257,personal,self_employed,0,28,12-35m,low,1,84100.0,ON,branch
2258,C002258,personal,public_sector,0,111,84m+,low,0,37800.0,ON,online
2259,C002259,personal,salaried_employee,0,3,00-11m,low,0,47000.0,BC,branch
2260,C002260,personal,student,0,14,12-35m,medium,0,108700.0,ON,broker
2261,C002261,personal,public_sector,0,189,84m+,low,0,64200.0,ON,mobile
2262,C002262,business,salon,1,26,12-35m,low,0,300100.0,ON,online
2263,C002263,personal,retired,0,6,00-11m,low,0,58300.0,ON,branch
2264,C002264,personal,tradesperson,0,16,12-35m,low,0,54700.0,ON,broker
2265,C002265,personal,tradesperson,0,24,12-35m,low,0,61400.0,ON,mobile
2266,C002266,personal,salaried_employee,0,47,36-83m,medium,0,115200.0,QC,branch
2267,C002267,personal,student,0,49,36-83m,medium,0,93000.0,AB,online
2268,C002268,personal,tradesperson,0,141,84m+,high,0,46500.0,BC,branch
2269,C002269,personal,salaried_employee,0,35,12-35m,low,0,45600.0,ON,mobile
2270,C002270,personal,salaried_employee,0,61,36-83m,low,0,92800.0,BC,mobile
2271,C002271,personal,healthcare_worker,0,82,36-83m,low,0,61500.0,ON,branch
2272,C002272,business,import_export,0,48,36-83m,high,0,95200.0,BC,broker
2273,C002273,personal,self_employed,0,104,84m+,low,0,29600.0,BC,online
2274,C002274,personal,healthcare_worker,0,45,36-83m,medium,0,29400.0,ON,branch
2275,C002275,business,consulting,0,39,36-83m,low,0,373400.0,ON,branch
2276,C002276,personal,self_employed,0,28,12-35m,low,0,78600.0,QC,branch
2277,C002277,business,logistics,0,96,84m+,low,0,95400.0,ON,mobile
2278,C002278,personal,self_employed,0,113,84m+,low,0,115900.0,ON,online
2279,C002279,business,import_export,0,72,36-83m,low,0,1763300.0,QC,mobile
2280,C002280,personal,retired,0,16,12-35m,medium,0,137900.0,MB,online
2281,C002281,personal,self_employed,0,12,12-35m,medium,0,40800.0,ON,online
2282,C002282,personal,healthcare_worker,0,45,36-83m,low,0,106500.0,BC,branch
2283,C002283,personal,self_employed,0,27,12-35m,medium,0,59300.0,BC,mobile
2284,C002284,personal,student,0,40,36-83m,low,0,29200.0,ON,broker
2285,C002285,personal,student,0,71,36-83m,low,0,214400.0,MB,broker
2286,C002286,business,logistics,0,18,12-35m,low,0,263600.0,ON,branch
2287,C002287,personal,tradesperson,0,72,36-83m,low,0,75900.0,MB,branch
2288,C002288,business,money_services,0,26,12-35m,low,0,296900.0,ON,mobile
2289,C002289,personal,tradesperson,0,46,36-83m,low,0,40000.0,QC,online
2290,C002290,personal,healthcare_worker,0,39,36-83m,low,0,23200.0,NS,online
2291,C002291,personal,retired,0,31,12-35m,medium,0,45700.0,BC,online
2292,C002292,personal,self_employed,0,14,12-35m,low,0,30600.0,BC,branch
2293,C002293,personal,healthcare_worker,0,96,84m+,medium,0,83400.0,ON,online
2294,C002294,personal,public_sector,0,65,36-83m,low,0,119500.0,ON,branch
2295,C002295,personal,self_employed,0,56,36-83m,medium,0,85100.0,ON,online
2296,C002296,business,consulting,0,33,12-35m,low,0,163800.0,BC,branch
2297,C002297,personal,tradesperson,0,69,36-83m,low,0,31000.0,ON,branch
2298,C002298,personal,student,0,130,84m+,medium,0,23000.0,ON,branch
2299,C002299,personal,public_sector,0,27,12-35m,medium,0,30300.0,QC,branch
